Pathway,Description,F_JC1,F_JC2,F_JC3,F_JC4,S_MC5,F_LW3,F_LW2,F_LW1,F_JC5,F_MC2,F_MC1,F_LW5,F_LW4,F_MC4,F_MC3,S_JC1,F_MC5,S_JC4,S_JC3,S_JC2,S_MC3,S_MC4,S_LW2,S_LW3,S_JC5,S_LW1,S_MC1,S_MC2,S_LW4,S_LW5,Pathwaymap,Total
ko03070,Bacterial secretion system,172864,136190,159896,202420,183330,144824,119982,240760,178756,183722,190476,170562,197074,183740,155888,183766,167116,179506,180154,178486,206622,190856,173388,188704,233784,211400,193584,181374,196830,183222,http://www.genome.jp/kegg-bin/show_pathway?ko03070+K12257+K03070+K03076+K03072+K03106+K03110+K03217+K03118+K03205+K03074+K03196+K02453+K03229+K03073+K03075+K03210+K12340+K03230+K02456+K02455+K11003+K02454+K11904+K03071+K11912+K03225+K03199+K03219+K03223+K03226+K03116+K11004+K03224+K02460+K02452+K03195+K03222+K04058+K03228+K03117+K11907+K02461+K03204+K02464+K03198+K11915+K03227+K11891+K04056+K11892+K02462+K03201+K02457+K11903+K03203+K03221+K02458+K04059+K02459,5469276
ko03320,PPAR signaling pathway,69320,60352,69994,89716,74308,65344,67524,92548,75072,82132,73666,77530,74478,77696,65802,75938,68750,73194,81488,78040,97688,80084,61966,61276,96454,50236,82272,77798,61892,64368,http://www.genome.jp/kegg-bin/show_pathway?ko03320+K00864+K01897+K01596+K00249+K08770+K06276+K15013+K07513+K08762+K06272+K08764+K00232,2226926
ko03410,Base excision repair,129416,101696,121864,152268,125412,96312,84160,155980,133654,138196,144580,112570,123576,134030,121332,129540,125768,124646,124498,123834,138722,133398,114260,120194,159300,120788,134210,127854,122892,118562,http://www.genome.jp/kegg-bin/show_pathway?ko03410+K01151+K02335+K07462+K01972+K01142+K03660+K03575+K04802+K10800+K03648+K10773+K01246+K10563+K10747+K01247+K03652+K13529+K10798+K04799+K10776+K02327+K03512+K03649+K02330+K02324+K10802+K02328+K02325+K03506+K10771,3793512
ko03420,Nucleotide excision repair,248190,198154,237378,298854,250954,201208,178344,317318,258142,268088,275712,234730,264334,260944,233552,258620,242080,247680,247438,247860,282392,270734,235356,246968,314868,231050,269412,255330,257768,246308,http://www.genome.jp/kegg-bin/show_pathway?ko03420+K03702+K03657+K03701+K02335+K03723+K01972+K03703+K04802+K07466+K10747+K10844+K10843+K02327+K10839+K10838+K10739+K10756+K10610+K10754+K10848+K10841+K02324+K10755+K03868+K10840+K02328+K02202+K10609+K02325+K03142+K03506+K03144+K06634,7579766
ko03430,Mismatch repair,378416,291766,345276,436592,356268,266826,233206,428432,384452,399090,415254,311464,353536,390506,343410,365044,360898,358766,360612,362806,412734,386492,306316,333644,451312,318562,378518,373738,343930,327000,http://www.genome.jp/kegg-bin/show_pathway?ko03430+K03657+K02341+K02338+K03763+K07462+K07456+K03572+K03601+K01972+K03555+K02337+K02342+K02343+K02340+K06223+K04802+K07466+K03111+K10747+K03602+K02339+K02327+K03573+K14159+K10739+K10858+K08735+K10756+K08737+K10754+K01141+K10755+K10746+K02328+K08734+K08736,10774866
ko03440,Homologous recombination,404398,314714,375800,474344,379988,296912,253222,473386,419300,429436,449460,340508,395206,421438,371738,389522,390466,384708,383862,390522,439674,413314,333368,358492,486770,337896,404424,399864,376782,354912,http://www.genome.jp/kegg-bin/show_pathway?ko03440+K03584+K04066+K02341+K02338+K03581+K02335+K03763+K07462+K03655+K03629+K03553+K02337+K02342+K02343+K02340+K03551+K07466+K03582+K06187+K01159+K03550+K03111+K03583+K02339+K02327+K03165+K10870+K14159+K10866+K10901+K10739+K10865+K10881+K04482+K02328+K15362+K08991+K11864+K10683+K10880+K10605+K10875+K04728+K10877,11644426
ko03450,Non-homologous end-joining,574,736,994,874,890,4040,6478,2658,866,954,780,5308,1050,934,844,808,970,588,646,560,594,758,3056,1206,616,1204,800,944,1268,1830,http://www.genome.jp/kegg-bin/show_pathway?ko03450+K10979+K04799+K01971+K03512+K06642+K10866+K10884+K10885+K10865+K10777,43828
ko03460,Fanconi anemia pathway,1062,930,1866,1068,3336,7874,10862,7064,974,1596,1486,9982,3116,1206,1534,2860,1080,1700,1966,1628,1540,2388,9936,6434,1974,6646,2890,2622,4818,7130,http://www.genome.jp/kegg-bin/show_pathway?ko03460+K07466+K10896+K03165+K10870+K10901+K10739+K10858+K02350+K06640+K10848+K03511+K04482+K15362+K08734+K13960+K08991+K15078+K15363+K10605,109568
ko04010,MAPK signaling pathway,64,150,120,82,42,49200,72812,26918,152,96,102,72098,5356,90,74,124,118,100,60,68,104,66,27892,7082,56,8656,148,56,7990,16944,http://www.genome.jp/kegg-bin/show_pathway?ko04010+K04460+K03283+K04345+K04409+K04371+K04427+K04467+K04348+K07827+K03099+K19663+K04412+K04349+K04368+K04353+K04424+K04445+K04856+K12326+K04456+K04468+K21278+K06268+K04373+K04459+K17614+K07830+K04344+K20216+K04414+K04421+K04411+K04851+K03173+K04457+K04855+K02833+K03175+K07829+K04420+K04416+K04857+K08018+K04431+K07209+K02677+K04430+K04428+K04443+K04437+K04461+K18498+K07836+K02580+K04464+K04853+K04410+K16342+K04441+K04372+K04429+K04407+K02308+K04392+K04358+K16510+K04440+K05094+K08052,296820
ko04011,MAPK signaling pathway - yeast,4948,4328,6536,8782,5468,46110,70536,26620,5864,6760,5832,65262,4838,7738,5264,5510,5428,5910,6098,5538,8412,6156,29554,6800,7930,8424,6114,4722,7340,16106,http://www.genome.jp/kegg-bin/show_pathway?ko04011+K03781+K06630+K00889+K04409+K04371+K08294+K11229+K02516+K10591+K02515+K02218+K06276+K00888+K19704+K11231+K11230+K04563+K03114+K19833+K04536+K11228+K11226+K02677+K02220+K06651+K04464+K06666+K04441+K00006+K19848,404928
ko04012,ErbB signaling pathway,24,38,20,4,18,19368,29778,9964,32,20,14,28360,1984,10,8,646,4,14,8,4,14,20,13036,3150,20,3806,910,4,3164,7358,http://www.genome.jp/kegg-bin/show_pathway?ko04012+K04409+K04371+K00922+K07203+K03083+K07827+K03099+K05859+K19663+K04688+K04368+K05735+K04456+K02833+K04515+K04431+K02677+K04430+K01116+K04410+K05733+K04440,121800
ko04013,MAPK signaling pathway - fly,2986,2276,3688,3676,3248,22388,30502,14852,3740,3384,3054,29758,6928,3256,3198,3614,3210,3746,3730,3758,4654,4116,18268,5706,4852,5662,3698,3310,7476,12634,http://www.genome.jp/kegg-bin/show_pathway?ko04013+K04564+K04371+K04427+K16197+K06689+K07827+K03099+K20235+K20223+K04382+K14290+K04368+K20216+K17608+K03175+K08840+K05759+K09260+K04431+K04417+K04508+K04430+K07293+K04428+K04461+K04441+K04392+K04440+K04506,225368
ko04014,Ras signaling pathway,52,92,58,12,46,52700,78586,29396,68,52,34,74296,5956,22,36,76,14,20,66,28,48,32,36492,8118,36,9820,68,16,9616,19946,http://www.genome.jp/kegg-bin/show_pathway?ko04014+K04345+K01047+K04409+K16817+K04371+K00922+K04467+K02183+K01115+K07889+K07827+K03099+K05859+K19663+K04349+K04368+K04353+K16343+K05735+K17631+K05860+K12326+K04456+K07834+K17630+K07830+K07835+K10632+K04536+K04411+K07888+K07887+K02833+K07829+K05410+K07209+K02677+K05702+K07293+K01116+K08732+K07941+K19613+K07836+K02580+K04410+K16342+K17637+K04392+K04358+K05733+K04440+K05094+K05121+K08052,325802
ko04015,Rap1 signaling pathway,16,48,20,6,10,25140,37206,14988,48,22,18,33744,3404,18,6,46,12,8,14,12,12,22,20074,4162,10,5150,48,0,5720,11422,http://www.genome.jp/kegg-bin/show_pathway?ko04015+K05692+K04371+K00922+K02183+K07827+K19663+K17703+K04368+K04353+K05860+K05858+K04456+K07834+K07835+K06070+K02833+K07829+K08018+K05759+K02677+K05702+K01116+K08732+K06069+K18952+K07836+K16857+K08049+K04441+K06271+K06277+K04392+K04358+K08041+K05094+K05121,161406
ko04016,MAPK signaling pathway - plant,16870,12768,17172,21972,17924,20072,26430,21398,17686,18566,20002,26094,8984,19602,16076,16676,16528,15502,15936,15890,18744,17272,21848,13808,21518,22110,17394,16186,14050,16572,http://www.genome.jp/kegg-bin/show_pathway?ko04016+K17686+K03781+K00940+K02183+K20607+K13414+K20718+K14512+K20726+K13420+K20553+K20603+K14498+K13413+K20717+K13416+K20606+K20535+K14497+K14515+K20716+K14510+K20602+K20538+K20547+K14496+K20600+K20551+K20714,541650
ko04020,Calcium signaling pathway,32,292,94,58,52,75918,112314,38908,82,410,18,95280,8032,96,60,60,62,122,70,42,54,44,48454,10458,36,11378,90,42,12660,27242,http://www.genome.jp/kegg-bin/show_pathway?ko04020+K04345+K02183+K00907+K05850+K04348+K05853+K04962+K05859+K00871+K19663+K13755+K04958+K05849+K05869+K04960+K05857+K05860+K04718+K04856+K05858+K06268+K04344+K04851+K04855+K04959+K04857+K09565+K12042+K04515+K05863+K05861+K02677+K01116+K04853+K08049+K08041+K05221,442460
ko04022,cGMP-PKG signaling pathway,228,150,138,60,58,102656,149262,53038,86,82,214,120498,11190,80,90,136,70,134,74,60,72,56,60476,13460,40,15200,140,38,15698,34664,http://www.genome.jp/kegg-bin/show_pathway?ko04022+K06269+K07376+K04371+K02183+K00907+K05850+K01539+K04348+K05853+K04958+K05849+K04960+K04368+K05858+K04456+K19477+K06268+K04514+K04851+K21289+K04959+K04857+K09565+K18050+K09260+K05863+K05274+K04853+K08049+K12323+K08041+K06270,578148
ko04024,cAMP signaling pathway,206,296,118,38,32,106110,155372,56596,98,432,180,134284,11812,102,48,96,36,22,28,40,54,26,70840,15880,34,17362,92,14,18210,40080,http://www.genome.jp/kegg-bin/show_pathway?ko04024+K06269+K04345+K04409+K04371+K00922+K02183+K05850+K01115+K01539+K07188+K04962+K05673+K11265+K05869+K04368+K04353+K05860+K04456+K13293+K07830+K04514+K04851+K07829+K04857+K04955+K04515+K05702+K05031+K07836+K02580+K04853+K08049+K04498+K12323+K04392+K08041+K04440+K06270+K04734+K00232,628538
ko04060,Cytokine-cytokine receptor interaction,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.genome.jp/kegg-bin/show_pathway?ko04060+K05141+K05414,14
ko04062,Chemokine signaling pathway,28,62,30,4,16,29434,42602,15610,34,42,24,40212,3228,12,8,58,10,12,12,6,14,10,19280,4608,4,5382,54,2,5274,11052,http://www.genome.jp/kegg-bin/show_pathway?ko04062+K04345+K04409+K04371+K00922+K04467+K05760+K03083+K07827+K03099+K04368+K04353+K05858+K04456+K04514+K04536+K02833+K00910+K08822+K00909+K07209+K06068+K18952+K07836+K02580+K08049+K04392+K08041+K05747+K04734,177124
ko04064,NF-kappa B signaling pathway,22,14,12,54,4,5274,7990,2734,36,26,38,5388,664,34,24,36,28,30,22,6,46,30,3220,908,8,1122,18,10,878,1890,http://www.genome.jp/kegg-bin/show_pathway?ko04064+K03097+K04427+K04467+K07370+K05859+K03115+K04733+K09849+K03173+K10577+K03175+K07209+K12646+K01116+K03174+K02580+K18052+K10652+K04728+K05399+K04734+K04730,30566
ko04066,HIF-1 signaling pathway,29850,23606,28148,34720,28888,45492,54626,53698,31986,30530,32314,60510,34542,30206,27692,30982,29388,29268,28298,30510,32672,30744,40878,31520,35780,33128,31516,29124,34530,37426,http://www.genome.jp/kegg-bin/show_pathway?ko04066+K00134+K01689+K02991+K03259+K00844+K00161+K00162+K04371+K00922+K07203+K03982+K05859+K19663+K04688+K04368+K04456+K03868+K03870+K04515+K02677+K01116+K02580+K04498+K04372+K05121,1032572
ko04068,FoxO signaling pathway,15108,14150,15842,21512,15340,129996,202234,73802,19222,17864,16276,197016,17392,18106,14050,17302,17074,17028,17694,16554,19936,17426,69928,19530,21288,22090,17514,15346,19536,39576,http://www.genome.jp/kegg-bin/show_pathway?ko04068+K01596+K03781+K04564+K08862+K13303+K07198+K04371+K00922+K01110+K04467+K08960+K06631+K08341+K05868+K07827+K03099+K11434+K06276+K04685+K07199+K02206+K08863+K04368+K13304+K04456+K04468+K11838+K13302+K11411+K11431+K04411+K07200+K02833+K07209+K07298+K08861+K03875+K04498+K04441+K04728+K04440,1135732
ko04070,Phosphatidylinositol signaling system,13630,10836,12332,14934,12544,73660,112668,49446,13806,14490,14386,94602,19568,13474,12250,12434,11942,12976,13026,13118,14504,13240,47508,20648,17326,21782,12972,12742,23596,32814,http://www.genome.jp/kegg-bin/show_pathway?ko04070+K00981+K01092+K00901+K00889+K00922+K01110+K02183+K19801+K05859+K18081+K19663+K04958+K00914+K20279+K00999+K00888+K10047+K00921+K13024+K01099+K04960+K05857+K05860+K01106+K00920+K05858+K01108+K20278+K18083+K00923+K04959+K05861+K02677+K01116+K18082+K15909+K03084+K00913+K07756,763254
ko04071,Sphingolipid signaling pathway,190,156,304,200,342,55318,84258,32226,440,286,246,73910,6678,174,266,348,312,256,240,294,202,232,38274,9370,300,10590,422,302,9510,21942,http://www.genome.jp/kegg-bin/show_pathway?ko04071+K12349+K18953+K04371+K00922+K01110+K04354+K11583+K01115+K04710+K07827+K05665+K19663+K06276+K12350+K04382+K00654+K11584+K01634+K03456+K04368+K04718+K05858+K04456+K04514+K01379+K03173+K02833+K18050+K02677+K18952+K02580+K04441+K04392+K04440,347588
ko04072,Phospholipase D signaling pathway,1150,512,954,1072,2102,34492,54962,19298,1180,904,1330,52498,4162,996,1016,1082,1208,1022,780,866,794,1032,22194,6166,1982,7122,1296,834,5400,12142,http://www.genome.jp/kegg-bin/show_pathway?ko04072+K00901+K00889+K18441+K04371+K00922+K13509+K07937+K07203+K01115+K07827+K03099+K05859+K01528+K04368+K04718+K05858+K04456+K07834+K07830+K07208+K07835+K21289+K02833+K07829+K02677+K07293+K01116+K08732+K07941+K08049+K16342+K08041+K05242,240548
ko04075,Plant hormone signal transduction,0,6,14,18,4,678,1198,332,4,2,0,490,62,8,6,16,4,4,24,12,30,2,878,812,10,820,2,18,482,806,http://www.genome.jp/kegg-bin/show_pathway?ko04075+K14512+K14488+K14487+K14489+K14498+K13413+K13416+K14506+K14497+K14515+K14510+K14496+K14505+K14491,6742
ko04080,Neuroactive ligand-receptor interaction,2666,1636,2308,2360,1538,762,368,842,2420,2266,2750,708,1706,2298,2288,1248,2228,1706,1340,1512,1744,2078,334,682,1750,422,1372,1698,384,268,http://www.genome.jp/kegg-bin/show_pathway?ko04080+K05770+K05185+K01315+K04808+K04585+K05221,45682
ko04110,Cell cycle,224,280,364,192,538,68300,104718,38062,204,350,284,91146,7420,306,300,424,272,350,390,296,214,412,51506,10412,386,12706,470,560,13770,28022,http://www.genome.jp/kegg-bin/show_pathway?ko04110+K04802+K06630+K02540+K03094+K02210+K03355+K06627+K06642+K06631+K16197+K03350+K06626+K05868+K03364+K03083+K02542+K06639+K03363+K04685+K06640+K06620+K02206+K02214+K03348+K06641+K02365+K06669+K02209+K02216+K02541+K02212+K03347+K06067+K03868+K03353+K06628+K06633+K03357+K02180+K02087+K02202+K02603+K06636+K03349+K04683+K02213+K16198+K03358+K02089+K06644+K09392+K08866+K10500+K09389+K03875+K02606+K02091+K06634+K04498+K06632+K04728+K02537,432878
ko04111,Cell cycle - yeast,38,26,106,30,34,42844,62506,22864,26,78,42,52054,4904,28,54,56,46,38,44,10,32,50,31420,6132,36,7142,18,14,8188,17896,http://www.genome.jp/kegg-bin/show_pathway?ko04111+K02540+K03094+K02210+K06683+K04354+K03355+K02516+K06674+K06676+K03350+K02515+K03364+K02542+K06639+K03363+K06682+K04382+K06655+K06675+K02214+K18669+K03348+K06641+K02365+K06669+K03456+K02209+K04563+K02216+K02541+K02212+K03347+K02219+K02831+K03868+K03353+K06677+K06628+K03357+K03114+K02180+K06685+K02603+K06636+K03361+K06660+K03349+K02213+K03358+K06659+K02220+K08866+K10259+K02606+K06651+K06666+K02537+K06668,256756
ko04112,Cell cycle - Caulobacter,187452,147724,179824,221960,184204,148600,126466,265354,193404,202676,205608,174542,198638,199032,175068,192022,180172,187420,191706,191544,223918,202856,178894,204578,238768,208910,203262,190452,215316,205468,http://www.genome.jp/kegg-bin/show_pathway?ko04112+K03589+K02563+K03544+K02313+K01338+K02314+K03588+K03531+K01358+K11749+K07716+K03590+K13582+K13584+K13581+K06985+K13587+K13583+K02651+K13590+K02488+K11443+K13588+K11357,5825838
ko04113,Meiosis - yeast,2456,2236,1618,2910,2296,69416,89452,49906,1864,2244,2336,78920,19354,2292,1848,3288,1508,5334,3812,4258,5546,5038,47604,18914,3996,14742,3210,3838,18544,32746,http://www.genome.jp/kegg-bin/show_pathway?ko04113+K01768+K06269+K02540+K04345+K02210+K06683+K12761+K03355+K03350+K12776+K02542+K06639+K03363+K04382+K02214+K03348+K11584+K02365+K06669+K03456+K02209+K04563+K02216+K02541+K12767+K02212+K02831+K10872+K03353+K06628+K03357+K03114+K02603+K06636+K10878+K06660+K03349+K08139+K02213+K03358+K06659+K12771+K12766+K02606+K06651+K02537,501526
ko04114,Oocyte meiosis,74,148,110,40,24,100846,148018,56648,54,82,34,125224,11532,52,52,92,54,26,26,34,44,14,69354,15092,16,18008,72,44,19014,39674,http://www.genome.jp/kegg-bin/show_pathway?ko04114+K06269+K06630+K04345+K03094+K04371+K03355+K02183+K06631+K16197+K04348+K03350+K06626+K11481+K03363+K04958+K02602+K04382+K02206+K03348+K11584+K02365+K06669+K04960+K03456+K04368+K03347+K06268+K03868+K03353+K04373+K03362+K06633+K03357+K02087+K06636+K04959+K03349+K04515+K05861+K16198+K03358+K13056+K08049+K08041+K08836+K02537,604502
ko04115,p53 signaling pathway,56,54,48,24,58,25292,41124,14256,18,30,80,36186,1902,24,36,112,36,52,44,32,24,64,16624,3192,76,4532,124,22,3750,8586,http://www.genome.jp/kegg-bin/show_pathway?ko04115+K10139+K01110+K06626+K03982+K05868+K10147+K06640+K02206+K06641+K02216+K02087+K10141+K02089+K06644+K02091+K16857+K04728+K02084+K04506+K08738,156458
ko04120,Ubiquitin mediated proteolysis,32,74,46,40,16,61950,91730,30168,30,20,34,73586,5422,22,20,32,24,32,18,18,28,8,42072,7898,26,9584,30,26,9912,22896,http://www.genome.jp/kegg-bin/show_pathway?ko04120+K10587+K10578+K03094+K03355+K03178+K03350+K10591+K10575+K06689+K03364+K10589+K03869+K10595+K04649+K10686+K10580+K10260+K03363+K10590+K10597+K10615+K10610+K10573+K10576+K10586+K03348+K10594+K20217+K10592+K10601+K10579+K03347+K10688+K10607+K10608+K10604+K03868+K10583+K03353+K03362+K10614+K03357+K10685+K03361+K10609+K03870+K02207+K10699+K10577+K03175+K04555+K04678+K04416+K03349+K10698+K10598+K10456+K16061+K03358+K05633+K09561+K10259+K10596+K10574+K03875+K10605+K04706+K10588+K10684+K04506+K04556+K05632+K06688,355794
ko04122,Sulfur relay system,48406,38216,42994,55044,46620,34402,28096,64926,50764,50800,55280,47504,44830,47378,44176,45746,47930,45084,42568,46110,46256,51146,41364,49424,54356,50688,47302,49762,43800,39766,http://www.genome.jp/kegg-bin/show_pathway?ko04122+K04487+K03151+K00566+K21029+K03148+K03639+K03637+K03635+K03154+K14168+K01011+K03636+K21140+K21028+K11179+K21147+K03831+K21148+K12161+K11996+K14169+K04085+K07236,1400738
ko04130,SNARE interactions in vesicular transport,2,16,4,2,0,6292,9872,3372,4,0,4,7440,570,16,8,4,0,0,0,2,0,0,4540,952,4,1028,0,0,1136,1978,http://www.genome.jp/kegg-bin/show_pathway?ko04130+K08515+K08486+K08489+K08516+K08517+K08490+K08506+K13505+K08501+K04560+K08493+K08499+K08513,37246
ko04136,Autophagy - other,22,94,14,12,4,32900,49892,17000,26,42,6,41406,2976,4,18,14,4,22,10,2,8,12,18942,4510,6,5836,6,4,4262,11246,http://www.genome.jp/kegg-bin/show_pathway?ko04136+K07204+K08269+K07203+K08341+K08266+K08333+K08342+K00914+K17890+K04382+K08343+K17606+K08339+K08337+K17908+K08334+K17906,189300
ko04137,Mitophagy - animal,26,34,36,16,46,34964,57772,17964,42,14,8,49074,2116,8,18,92,74,12,14,20,6,14,20078,3880,30,5320,56,16,4360,9862,http://www.genome.jp/kegg-bin/show_pathway?ko04137+K03097+K11839+K07897+K08341+K17987+K21343+K07827+K03115+K17985+K08339+K08860+K14381+K04551+K07898+K07830+K08334+K02833+K07829+K21357+K05410+K20168+K04440+K04556,205972
ko04138,Autophagy - yeast,1836,1890,1550,1902,1826,92508,140450,49908,1868,1742,2056,116882,9300,1750,1696,1670,1826,1912,1398,1774,1238,2456,59730,14442,1562,17384,1774,2032,14938,33140,http://www.genome.jp/kegg-bin/show_pathway?ko04138+K06902+K03237+K04345+K07204+K20180+K17900+K12761+K20181+K07897+K17260+K08269+K20195+K06027+K07203+K08341+K07827+K08266+K08333+K08342+K20179+K00914+K20182+K18584+K17890+K20178+K04382+K06655+K00654+K16196+K08343+K08516+K12767+K17606+K19800+K01381+K08339+K15296+K08337+K21157+K17908+K18083+K12479+K08334+K17607+K20177+K20183+K04464+K21158+K08493+K07756+K17906,584440
ko04139,Mitophagy - yeast,206,120,330,188,60,28730,45232,14836,378,122,238,39668,2468,152,400,102,296,336,100,128,102,270,15546,4228,72,5474,56,190,3316,8518,http://www.genome.jp/kegg-bin/show_pathway?ko04139+K08955+K00889+K03097+K08294+K11229+K08269+K07203+K08341+K17065+K03115+K11231+K11644+K02677+K11088+K04464+K04441+K11841,171862
ko04140,Autophagy - animal,250,456,436,398,786,132602,207528,68868,318,398,322,193824,11284,406,352,1258,330,488,496,446,324,554,69044,16902,456,21026,1508,526,16764,38890,http://www.genome.jp/kegg-bin/show_pathway?ko04140+K03237+K04345+K07204+K07198+K04371+K00922+K01110+K07897+K04427+K08269+K07203+K08341+K01363+K08803+K07827+K08266+K08333+K17985+K06276+K08342+K04958+K00914+K08852+K17890+K01365+K07359+K04382+K04688+K16196+K08343+K21249+K16185+K04368+K17606+K16186+K04456+K08339+K08337+K10802+K17908+K08860+K07898+K07830+K07208+K01379+K08334+K07920+K02833+K03175+K07829+K21357+K07298+K18082+K20868+K19330+K06068+K18052+K21248+K04440+K17906,787240
ko04141,Protein processing in endoplasmic reticulum,28680,23864,27078,34642,29944,121638,159876,95076,28404,32462,30778,149190,44944,30088,25810,30620,27140,29840,31530,30118,36006,32494,88210,45544,38252,45324,32268,29478,48662,65880,http://www.genome.jp/kegg-bin/show_pathway?ko04141+K04079+K13993+K07151+K03237+K13525+K09490+K14002+K03283+K14003+K10578+K01228+K03094+K10950+K01367+K10839+K14026+K07342+K09503+K10575+K12669+K06689+K14005+K04523+K11863+K14018+K10956+K14004+K12670+K09487+K14015+K10636+K10597+K14007+K09486+K09584+K08852+K11718+K14012+K09580+K12666+K16195+K16196+K10601+K09523+K14006+K13719+K08057+K09582+K03347+K09485+K08653+K07953+K09502+K10666+K03868+K12668+K05546+K09540+K08860+K09518+K01456+K08288+K16194+K14016+K12275+K03173+K09562+K08056+K04555+K13989+K09517+K04431+K09508+K14000+K03853+K09521+K09561+K09507+K01230+K04440+K04556+K09525+K09530,1473840
ko04142,Lysosome,78290,62580,74950,93994,81038,92978,117570,86048,86154,88296,85018,110708,60528,81416,66470,82176,78524,72824,93236,76454,109744,72260,83088,44090,117098,38018,92314,72800,56736,64048,http://www.genome.jp/kegg-bin/show_pathway?ko04142+K12373+K01186+K01192+K01195+K01205+K01201+K01134+K01125+K08239+K02146+K04646+K01373+K12391+K06129+K12309+K08568+K02154+K12392+K01363+K14410+K01565+K12389+K01052+K01136+K01369+K12394+K12316+K12402+K12393+K12350+K01365+K01444+K01137+K01202+K01366+K13289+K02144+K03661+K12311+K14379+K01074+K12386+K02155+K05642+K12400+K01158+K01371+K12403+K12399+K01275+K01379+K01374+K05656+K01368+K12401+K01279+K12385+K12396+K10532+K08569+K12404+K19363+K13444+K01204+K12398+K01217+K08565+K01132+K01135,2419448
ko04144,Endocytosis,578,442,642,566,1728,175374,270634,98170,616,346,788,239458,17468,542,666,728,654,786,516,580,364,712,115666,26136,1574,32358,746,448,29186,65130,http://www.genome.jp/kegg-bin/show_pathway?ko04144+K12472+K03283+K07904+K00889+K18466+K18441+K10396+K11839+K11827+K07901+K04646+K07905+K07897+K11826+K12486+K12196+K07937+K01115+K07889+K18467+K10591+K12198+K10364+K07891+K12492+K12200+K07903+K17917+K18468+K07876+K18442+K11824+K12191+K05758+K11981+K01528+K10365+K12195+K19476+K17919+K18464+K05755+K12188+K12493+K12199+K18443+K05756+K12189+K12190+K11825+K18465+K12473+K05757+K12197+K12192+K12471+K12489+K07888+K12479+K07887+K02833+K03175+K00910+K04678+K00909+K12194+K17918+K12184+K07879+K05633+K12182+K12491+K18463+K12488+K07941+K18439+K06069+K18952+K12487+K12483+K12485+K12477+K12481+K15053+K05747+K06751+K05094+K05632+K07938,1083602
ko04145,Phagosome,210,194,270,402,314,55062,81964,33300,442,240,222,66806,8402,356,334,154,300,230,236,312,360,288,41314,9464,488,10216,178,304,11456,24448,http://www.genome.jp/kegg-bin/show_pathway?ko04145+K05692+K06560+K07374+K02146+K02147+K07897+K10413+K02154+K04659+K07889+K07342+K02150+K10956+K02152+K10415+K00914+K02145+K10414+K01365+K10416+K00921+K07375+K03991+K02144+K03661+K08057+K02155+K08517+K02149+K07898+K07888+K07887+K13882+K01368+K02148+K13505+K05654+K02151+K12182+K16857+K05653+K10068+K04392+K10062+K06751,348266
ko04146,Peroxisome,69490,58706,73728,92928,78136,61996,58762,88588,73422,84120,73938,70024,78924,81398,67796,79474,67330,77814,84750,82070,104902,84272,64070,62400,103440,49138,86610,80070,66134,67976,http://www.genome.jp/kegg-bin/show_pathway?ko04146+K00031+K01897+K03781+K03426+K00803+K04564+K01640+K00869+K04565+K13273+K00106+K13342+K11147+K13237+K11517+K00830+K13339+K12405+K07513+K13341+K13356+K13346+K13279+K12663+K13337+K13343+K01796+K08764+K08726+K00232+K12261,2272406
ko04150,mTOR signaling pathway,166,204,152,102,226,102966,163686,53774,146,174,136,162746,8084,148,136,828,74,166,174,118,154,184,51164,12724,170,15894,1070,154,12100,27984,http://www.genome.jp/kegg-bin/show_pathway?ko04150+K02991+K03259+K07204+K07198+K04371+K00922+K02147+K01110+K04467+K08269+K07203+K02150+K03083+K07827+K03099+K08266+K14004+K19663+K02152+K06276+K02145+K04688+K02375+K16185+K02144+K04368+K14995+K16186+K04456+K03258+K04373+K08267+K02149+K13302+K07208+K20408+K02833+K21357+K02148+K07209+K02677+K02151+K07298+K20405+K03875+K20407+K20398+K10421+K20396+K03068,615804
ko04151,PI3K-Akt signaling pathway,30336,26794,27854,37580,29200,158194,232822,109158,34000,33846,32240,226112,40566,31704,27360,32418,31384,30688,31680,30880,34744,32586,98136,43732,37574,46230,33408,30210,43276,67082,http://www.genome.jp/kegg-bin/show_pathway?ko04151+K04079+K01596+K06630+K02991+K03259+K07204+K06252+K13303+K06237+K07198+K04371+K00922+K01110+K04354+K04467+K11583+K07203+K16197+K04659+K06626+K06236+K03083+K07827+K03099+K08266+K09487+K06276+K04382+K02206+K04688+K11584+K00693+K03456+K08131+K04368+K09420+K13304+K04456+K03258+K13302+K07208+K04536+K21289+K02833+K07209+K02677+K16198+K06240+K07298+K02089+K06071+K02091+K02580+K10605+K16857+K03900+K05717+K04392+K04358+K05414+K05637+K05094+K05121,1701794
ko04152,AMPK signaling pathway,19910,17532,17332,24066,20400,139964,208842,91872,23466,20000,21384,202854,27300,20016,16438,23170,20434,21860,22668,21004,22818,22940,86474,33692,25288,37222,23450,21774,34882,57174,http://www.genome.jp/kegg-bin/show_pathway?ko04152+K01596+K00850+K03234+K00021+K03841+K07204+K07881+K07198+K00922+K07901+K04354+K07877+K07905+K04427+K06627+K11583+K07203+K07197+K07297+K07188+K07903+K06276+K07199+K07359+K04382+K04688+K11584+K00693+K03456+K04456+K07208+K11411+K08292+K07200+K21357+K05031+K07298,1346226
