Pathway,Description,F_MC1,F_MC2,F_MC3,F_MC4,F_MC5,S_MC1,S_MC2,S_MC3,S_MC4,S_MC5,Total
Transport and catabolism,Autophagy - animal,0.0014542340792982101,0.0017949070639514562,0.001854112526932038,0.0019154618914610595,0.0016653989448032287,0.006717484945127325,0.002449220807872224,0.0013274168778925602,0.002429469730955961,0.003741373777234797,0.0025436925392167305
Metabolism of terpenoids and polyketides,Sesquiterpenoid and triterpenoid biosynthesis,0.0014993966283447383,0.000730590312462653,0.0011482855990658644,0.0024816082633214716,0.002281091888033513,0.003073650273300964,0.0022257177683705763,0.0036462994485320322,0.0023242219447773636,0.005816741419568604,0.0025409206258067596
Infectious diseases: Parasitic,Chagas disease (American trypanosomiasis),0.0021948998836612736,0.0016686321951307507,0.0024229879613316403,0.002613709083422234,0.0023012785419099157,0.0023787380375981373,0.0031662930596066774,0.002409015815434646,0.0032012868295990104,0.002513289254936352,0.0024882542710173102
Endocrine and metabolic diseases,Non-alcoholic fatty liver disease (NAFLD),0.001797469452051825,0.0019392211997465484,0.0022228280862651136,0.00193433343718974,0.0026747316386233674,0.0023252832502363816,0.00238403242135091,0.0011717321823372599,0.002254056753991632,0.005969061980473837,0.002438359829637832
Infectious diseases: Viral,Influenza A,0.00234845255041947,0.001821965964413036,0.002033202941465246,0.001783361071360297,0.002200345272527902,0.003136014191889679,0.002579597580914852,0.001589622680933066,0.002648735952161373,0.003741373777234797,0.002383845532575069
Digestive system,Bile secretion,0.0025832978054614168,0.001812946330925843,0.0014221885859990063,0.001500287885430091,0.0013121325019661801,0.0022985558565555035,0.0028869142602296178,0.0013110290152025285,0.002104955723571952,0.004084095039271572,0.002132525383404364
Infectious diseases: Viral,Measles,0.0016168192558657119,0.0014792198918996927,0.0018646472571986971,0.0014719805668370705,0.0019480120990728674,0.002556920662137324,0.002449220807872224,0.0013028350838575127,0.002254056753991632,0.0033605723749717134,0.002021648847005524
Cellular community - eukaryotes,Focal adhesion,0.002411680119084609,0.001858044498361809,0.0007268963883994921,0.0022079708502556056,0.002462771772921138,0.0015947344896257176,0.0016110844097410447,0.001999319248183856,0.0020347905327862204,0.0018849669412022642,0.001890444945600229
Cellular community - eukaryotes,Tight junction,0.001824566981479742,0.001641573294669171,0.0017276957637321264,0.0014719805668370705,0.001594745656235819,0.001968918001158009,0.002402657674642714,0.0008849445852617067,0.0016839645788575615,0.002465689079653467,0.0017555451596483066
Infectious diseases: Viral,Hepatitis C,0.0012645513733027915,0.0012627486882070547,0.0016118137307988738,0.0011889073809068645,0.0014332524252245967,0.0022361919379667882,0.0022164051417246744,0.0009668838987118648,0.001990937288545138,0.003332012269801982,0.0017416855925984514
Cell growth and death,Cell cycle,0.0012826163929214028,0.0015784358602588182,0.001580209539998896,0.0014436732482440498,0.0013726924635953884,0.002093645838335439,0.0026075354608525577,0.000876750653916691,0.001806753662732592,0.002560889430219238,0.0017121185162254273
Signaling molecules and interaction,ECM-receptor interaction,0.0022671599621357187,0.001560396593284432,0.0005478059738662839,0.0019437692100540802,0.0023416518496627214,0.001158187059504711,0.0015738339031574368,0.0017698891705234135,0.0018856895023665404,0.0017136063101838767,0.0016853233532623743
Infectious diseases: Viral,Hepatitis B,0.0011561612555911235,0.001425102090976533,0.001306306553065754,0.0013776228381936686,0.001332319155842583,0.00208473670710848,0.002300218781537792,0.0008275870658465963,0.001657652632312912,0.0024085688693140043,0.00158183858595679
Neurodegenerative diseases,Parkinson's disease,0.001327778941967931,0.0014341217244637264,0.0017066263031988076,0.0020098196201044616,0.002836224869634589,0.0006592757107949895,0.00046563133229509963,0.0006227387822212011,0.0005613215262858539,0.004284015775459692,0.0015485756250371379
Signal transduction,Apelin signaling pathway,0.0006684057258886184,0.0024533403085165635,0.0007690353094661293,0.0007737333748758959,0.0005652263085392776,0.004882203912373705,0.0008753869047147873,0.0007292598897064065,0.0009823126710002442,0.0011424042067892512,0.0014044361277186453
Lipid metabolism,alpha-Linolenic acid metabolism,0.0013187464321586253,0.001461180624925306,0.001200959250399161,0.0016135171598021733,0.0010396126746347427,0.0015590979647178802,0.0007915732649016693,0.0017371134451433503,0.0013857625180182017,0.0012852047326379074,0.0013499218306558822
Transport and catabolism,Phagosome,0.0010026085888329274,0.0010823560184631898,0.0017592999545321042,0.0016795675698525548,0.0015139990407302079,0.0007929126791993791,0.0014155192501771028,0.0014749076421028448,0.0012629734341431712,0.0014946455038826036,0.001337910205879341
Signal transduction,Sphingolipid signaling pathway,0.0011109987065445954,0.0012898075886686345,0.0014011191254656877,0.000820912239197597,0.001574559002359416,0.0018798266888884157,0.0014062066235312008,0.0008275870658465963,0.0010173952663931102,0.0016279259946746828,0.0012861678222265487
Endocrine and metabolic diseases,AGE-RAGE signaling pathway in diabetic complications,0.002249094942517108,0.0014070628240021466,0.00027390298693314195,0.001500287885430091,0.002149878637836895,0.000677093973248908,0.0006984469984426494,0.001048823212162023,0.0009998539686966773,0.0017040862751272997,0.0012704603129033798
Metabolism of terpenoids and polyketides,Geraniol degradation,0.0012013238046376519,0.00105529711800161,0.0015275358886655994,0.001594645614073493,0.0011203592901403536,0.0008909131226959316,0.001117515197508239,0.0007620356150864697,0.0017979830138843756,0.0012661646625247533,0.0012251857272071866
Endocrine system,Thyroid hormone signaling pathway,0.0012555188634934857,0.00047804057482124214,0.0004635281317330095,0.0007076829648255147,0.0004239197314044582,0.00169273493312227,0.002551659700977146,0.0004916358807009482,0.0015436341972860982,0.0023228885538048106,0.0011983905642441335
Lipid metabolism,Steroid biosynthesis,0.0007767958436002861,0.00022549083717983117,0.000516201783066306,0.0011322927437208234,0.0008276528089325136,0.0015323705710370023,0.0009778257978197093,0.001048823212162023,0.0012629734341431712,0.0032463319542927883,0.0011568118630945685
Cancers: Specific types,Small cell lung cancer,0.002231029922898496,0.0013980431905149533,0.00012641676319991168,0.0014436732482440498,0.002018665387640277,0.0007483670230645826,0.0007077596250885514,0.0009586899673668489,0.0007367345032501832,0.0010948040315063657,0.0011484961228646555
Signal transduction,mTOR signaling pathway,0.0006142106670327844,0.0007847081133858125,0.0007163616581328328,0.0006982471919611744,0.00037345309671345126,0.004766385206423234,0.0007170722517344534,0.0006309327135662168,0.000806899694035915,0.0010757639613932115,0.0011346365558148003
Glycan biosynthesis and metabolism,Mannose type O-glycan biosynthesis,0.0011019661967352897,0.0015874554937460117,0.0007268963883994921,0.0016040813869378334,1.0093326938201385e-05,0.0007929126791993791,0.001136140450800043,0.0015158772988279237,0.0013243679760806865,0.0011519242418458282,0.0011143091908083463
Nervous system,Retrograde endocannabinoid signaling,0.000912283490739871,0.0009470615161552909,0.001306306553065754,0.002132484667340884,0.002149878637836895,0.0006236391858871522,0.00034456718589837373,0.0004342783612858376,0.0004560737401072563,0.0016374460297312599,0.001065338720565525
Immune system,Fc gamma R-mediated phagocytosis,0.00048775552970250526,0.0003427460725133434,0.001780369415065423,0.0003963024603022882,0.0012414792133987704,0.004160564282990001,0.0003911303191278837,0.00036053297918069534,0.0010086246175448938,0.000514081893055163,0.00106071886488224
Drug resistance: Antineoplastic,EGFR tyrosine kinase inhibitor resistance,0.0005600156081769504,0.0006403939775907206,0.000516201783066306,0.0004529170974883293,0.0002927064812078402,0.004534747794522292,0.0006611964918590414,0.000499829812045964,0.000675339961312668,0.000923443400487978,0.0009923450007696217
Cardiovascular diseases,Hypertrophic cardiomyopathy (HCM),0.0014361690596795989,0.0020113782676440943,0.0009797299147993154,0.0007926049206045764,0.0004340130583426595,0.0008018218104263384,0.0007077596250885514,0.0006063509195311695,0.0009472300756073785,0.00047600175282885463,0.0009239711366570034
Immune system,Toll and Imd signaling pathway,0.0012555188634934857,0.0001894123032310582,0.0011061466779992272,0.0007076829648255147,0.0012212925595223678,0.00104236835355424,0.0009312626645901993,0.0008931385166067226,0.0008595235871252137,0.0009805636108274405,0.0009128834830171194
Xenobiotics biodegradation and metabolism,Toluene degradation,0.0006051781572234788,0.0008117670138473923,0.0011061466779992272,0.0005944536904534323,0.0015846523292976176,0.000730548760610664,0.0008660742780688853,0.00036053297918069534,0.001280514731839604,0.0009900836458840176,0.0008786965509608103
Transport and catabolism,Mitophagy - yeast,0.0010748686673073729,0.0005501976427187881,0.0021069460533318612,0.0007171187376898548,0.001493812386853805,0.00024945567435486084,0.0008846995313606892,0.000417890498595806,0.0011840375945092229,0.0002856010516973128,0.0008713047818675543
Cell motility,Regulation of actin cytoskeleton,0.0005148530591304223,0.0005501976427187881,0.0019173209085319937,0.0005000959618100303,0.0022306252533425062,0.000730548760610664,0.00033525455925247175,0.0004424722926308534,0.0011226430525717078,0.00023800087641442732,0.0008306500518546461
Lipid metabolism,Linoleic acid metabolism,0.0008219583926468145,0.000910982982206518,0.0004003197501330536,0.0009530130592983596,0.00048447969303366643,0.0011136414033699146,0.0005028818388787075,0.0014093561913427182,0.000938459426759162,0.0005331219631683171,0.0008251062250347041
Cancers: Overview,Chemical carcinogenesis,0.0012464863536841802,0.0010372578510272235,0.0007690353094661293,0.0009718846050270401,0.001332319155842583,0.0003207287241705354,0.0007077596250885514,0.0002294300776604425,0.00047361503780368925,0.000314161156867044,0.0007280892556857188
Endocrine system,Renin secretion,0.0013729414910144593,0.0006223547106163341,0.0009797299147993154,0.0005095317346743705,0.00045419971221906234,0.0007840035479724197,0.0005308197188164136,0.0005735751941511062,0.0001841836258125458,0.0004569616827157004,0.0006440078822499314
Circulatory system,Cardiac muscle contraction,0.0008400234122654258,0.0017407892630282966,0.00027390298693314195,0.0001887154572868039,0.0005753196354774789,5.345478736175589e-05,7.450101316721593e-05,3.2775725380063216e-05,0.00012278908387503053,0.002551369395162661,0.0006366161131566753
Infectious diseases: Parasitic,Malaria,0.00022581274523264132,0.0003878442399493097,0.0005688754343996026,0.0005850179175890921,0.00037345309671345126,0.0005256387423905997,0.0009033247846524933,0.0007866174091215172,0.000920918129062729,0.0007425627344130131,0.0006061250656469942
Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,0.0003071053335163922,0.00047804057482124214,0.0005583407041329433,0.00029250895879454606,0.0013121325019661801,0.0005434570048445182,0.0005028818388787075,0.00029498152842056895,0.0010173952663931102,0.0006092822436209339,0.0005839497583672262
Drug resistance: Antineoplastic,Endocrine resistance,0.00038839792180014307,0.00029764790507737714,0.0002001598750665268,0.00021702277587982448,0.00012111992325841661,0.004062563839493448,1.8625253291803983e-05,8.193931345015803e-05,0.0001052477861785976,0.00016184059596181056,0.0005793299026839412
Cancers: Specific types,Breast cancer,0.0004064629414187543,0.00022549083717983117,0.0002001598750665268,0.00021702277587982448,0.00011102659632021523,0.004053654708266489,9.312626645901991e-06,5.735751941511063e-05,0.0001052477861785976,0.0001428005258486564,0.0005663943067707432
Cancers: Specific types,Bladder cancer,0.0013187464321586253,0.00030666753856457043,0.0007374311186661514,0.0009813203778913802,0.0006964395587358955,0.0006414574483410708,8.381363981311794e-05,0.00026220580304050573,0.0003157433585357928,0.00015232056090523348,0.0005432950283543181
Signal transduction,TNF signaling pathway,0.0014452015694889045,0.0003247068055389569,0.00022122933559984542,0.00029250895879454606,0.0002018665387640277,0.0007216396293837046,0.00019556515956394184,0.00031136939111060054,0.0004911563355001221,0.0006473623838472423,0.0004915526447015259
Xenobiotics biodegradation and metabolism,Ethylbenzene degradation,0.0003071053335163922,0.0005050994752828218,0.0007163616581328328,0.0006416325547751333,0.0005046663469100692,0.0004454565613479658,0.0002886914260229618,0.0003277572538006321,0.00043853244241082336,0.0007520827694695903,0.00048600881788158387
Signal transduction,ErbB signaling pathway,6.322756866513958e-05,9.019633487193247e-05,4.213892106663722e-05,4.717886432170098e-05,2.018665387640277e-05,0.004053654708266489,1.8625253291803983e-05,5.735751941511063e-05,8.770648848216466e-05,8.568031550919384e-05,0.00047214925083172876
Infectious diseases: Parasitic,Toxoplasmosis,0.0004335604708466714,0.00042392277389808263,0.00042138921066637225,0.00046235287035266957,0.0005147596738482706,0.000677093973248908,0.00045631870564919765,0.000499829812045964,0.00043853244241082336,0.0003712813672065066,0.00047122527969507177
Transcription,Spliceosome,0.0003161378433256979,0.00033372643902615013,0.0006426185462662177,0.0006227610090464528,0.0005349463277246734,0.0008374583353341757,0.0005866954786918256,0.0003933087045607586,0.00028066076314292696,0.00019040070113154184,0.0004703013085584147
Signal transduction,TGF-beta signaling pathway,4.5162549046528266e-05,0.00018039266974386494,5.267365133329653e-05,2.8307318593020582e-05,4.037330775280554e-05,0.003920017739862099,7.450101316721593e-05,5.735751941511063e-05,1.7541297696432935e-05,0.00013328049079207928,0.00046937733742175773
Signal transduction,cAMP signaling pathway,0.0008129258828375087,0.0019482408332337415,0.00025283352639982336,0.0004812244160813499,0.00018167988488762495,0.0004098200364401285,6.518838652131395e-05,0.0002212361463154267,0.00011401843502681407,0.00015232056090523348,0.00046937733742175773
Cancers: Specific types,Acute myeloid leukemia,7.226007847444522e-05,8.117670138473922e-05,4.213892106663722e-05,3.7743091457360776e-05,2.018665387640277e-05,0.004026927314585611,9.312626645901991e-06,5.735751941511063e-05,7.89358396339482e-05,7.616028045261674e-05,0.0004656814528751297
Infectious diseases: Bacterial,Vibrio cholerae infection,0.0003522678825629205,0.0004149031404108894,0.00042138921066637225,0.0003019447316588862,0.0006560662509830901,0.0003207287241705354,0.0003631924391901777,0.000417890498595806,0.0009121474802145126,0.0003712813672065066,0.0004536698280985887
Signal transduction,Calcium signaling pathway,8.129258828375088e-05,0.0018490248648746158,0.0003160419079997792,0.0004529170974883293,0.00031289313508424296,0.0004009109052131692,0.00019556515956394184,0.0002212361463154267,0.00019295427466076227,0.0002475209114710044,0.0004287226074088496
Digestive system,Mineral absorption,0.0010116410986422332,0.0002074515702054447,0.0004319239409330316,0.0003491235959805872,0.00013121325019661801,0.0004009109052131692,0.0004004429457737857,0.00031956332245561633,0.0005174682820447715,0.0004188815424893921,0.00042133083831559357
Signal transduction,cGMP-PKG signaling pathway,0.0009664785495957049,0.0003698049729749232,0.00047406286199966883,0.0003774309145736078,0.0003532664428370485,0.0006236391858871522,0.00017693990627213786,0.00029498152842056895,0.00024557816775006106,0.0002760810166407357,0.0004157870114956516
Signal transduction,MAPK signaling pathway,0.0004606580002745883,0.00043294240738527587,0.00038978501986639436,0.0004246097788953088,0.0005955062893538817,0.0006592757107949895,0.0002607535460852558,0.0004260844299408218,0.0002894314119911434,0.00019992073618811893,0.00041393906922233755
Circulatory system,Adrenergic signaling in cardiomyocytes,0.0007858283534095918,0.0019662801002081278,0.00024229879613316404,0.00028307318593020586,0.0001917732118258263,0.000169273493312227,2.793787993770598e-05,0.00014749076421028448,9.647713733038113e-05,0.00010472038562234802,0.00040562332899242453
Immune diseases,Rheumatoid arthritis,0.0013187464321586253,0.0002886282715901839,0.00024229879613316404,9.435772864340195e-05,0.00013121325019661801,0.000507820479936681,0.00020487778620984385,0.00015568469555530027,0.00042976179356260687,0.0005997622085643569,0.00040100347330913953
Digestive system,Pancreatic secretion,0.0008400234122654258,0.0018400052313874227,0.0003055071777331199,0.00024533009447284506,0.0001413065771348194,0.000169273493312227,0.0001303767730426279,4.916358807009483e-05,9.647713733038113e-05,0.00015232056090523348,0.0003991555310358255
Endocrine system,Aldosterone synthesis and secretion,0.00019871521580472438,0.00014431413579509196,7.374311186661515e-05,0.0021890993045269253,6.0559961629208304e-05,0.00021381914944702357,0.00016762727962623588,0.0002458179403504741,0.00027189011429471047,0.0004284015775459692,0.0003982315598991685
Cancers: Overview,Transcriptional misregulation in cancer,0.0012735838831120971,0.0002435301041542177,0.0001474862237332303,0.0001698439115581235,0.00013121325019661801,0.0004454565613479658,0.00016762727962623588,0.00017207255824533188,0.00043853244241082336,0.0005426419982248942,0.0003779041948927144
Cardiovascular diseases,Dilated cardiomyopathy,7.226007847444522e-05,0.0017588285300026833,8.427784213327444e-05,0.0003585593688449274,0.0001413065771348194,7.127304981567453e-05,0.00019556515956394184,0.00010652110748520545,0.0007542758009466162,6.664024539603964e-05,0.0003677405123894874
Endocrine system,Insulin secretion,0.0011832587850190406,0.0016776518286179438,0.0001790904145332082,0.00012266504723642253,0.00010093326938201385,5.345478736175589e-05,9.312626645901991e-06,2.4581794035047414e-05,8.770648848216467e-06,3.808014022630837e-05,0.0003437172628364053
Immune system,Platelet activation,0.00024387776485125263,0.0005050994752828218,0.0003687155593330757,0.0003774309145736078,0.0002119598657022291,0.0001603643620852677,6.518838652131395e-05,0.000376920841870727,0.00025434881659827755,0.0007616028045261674,0.00033170563805986423
Metabolism of terpenoids and polyketides,Tetracycline biosynthesis,0.0,0.0,0.0,0.0,0.0,0.00021381914944702357,0.0005401323454623156,0.001089792868887102,0.00030697270968757637,0.0005521620332814714,0.00028458311009035706
Environmental adaptation,Circadian entrainment,0.00027097529427916957,0.0017588285300026833,6.320838159995584e-05,0.00016040813869378333,0.00017158655794942355,0.0001158187059504711,4.6563133229509965e-05,6.555145076012643e-05,5.26238930892988e-05,7.616028045261674e-05,0.0002818111966803861
Digestive system,Salivary secretion,0.0009664785495957049,0.00026156937112860416,0.00023176406586650474,0.00026420164020152546,0.00017158655794942355,0.00024945567435486084,0.00013968939968852988,8.193931345015803e-05,7.89358396339482e-05,0.0001142404206789251,0.00025594000485399
Nervous system,Neurotrophin signaling pathway,0.0003251703531350035,9.019633487193247e-05,0.00012641676319991168,0.0003585593688449274,0.00013121325019661801,0.0005523661360714776,0.0001210641463967259,0.0001884604209353635,0.00022803687005362814,0.00023800087641442732,0.00023838455325750688
Circulatory system,Vascular smooth muscle contraction,0.000234845255041947,0.0003878442399493097,0.0001790904145332082,0.0001887154572868039,0.00018167988488762495,0.0003741835115322913,0.00011175151975082392,0.00034414511649066376,9.647713733038113e-05,0.00019992073618811893,0.00023284072643756486
Cell growth and death,p53 signaling pathway,0.00036130039237222613,0.00013529450230789872,0.00018962514479986753,0.00011322927437208233,0.00018167988488762495,0.0005523661360714776,0.00010243889310492192,9.832717614018966e-05,0.00028066076314292696,0.0002760810166407357,0.00023006881302759386
Cell growth and death,Oocyte meiosis,0.0001535526667581961,0.0003698049729749232,0.00027390298693314195,0.00024533009447284506,0.0002725198273314374,0.0003207287241705354,0.00020487778620984385,0.00018026648959034767,6.139454193751527e-05,0.0001142404206789251,0.0002180571882510528
Substance dependence,Alcoholism,8.129258828375088e-05,0.00021647120369263793,0.00012641676319991168,0.0006133252361821127,0.0002018665387640277,0.0002316374119009422,9.312626645901993e-05,0.00015568469555530027,0.000263119465446494,0.00016184059596181056,0.0002143613037044248
Immune system,T cell receptor signaling pathway,0.0002167802354233357,0.00015333376928228522,0.00022122933559984542,0.00022645854874416466,0.00022205319264043046,0.0004543656925749251,7.450101316721593e-05,0.0001884604209353635,0.0001578716792678964,0.00018088066607496476,0.0002097414480211398
Development,Osteoclast differentiation,0.00019871521580472438,0.00012627486882070546,0.00022122933559984542,0.00038686668743794796,0.00024223984651683322,0.0002761830680357388,7.450101316721593e-05,0.0002540118716954899,0.00012278908387503053,0.00013328049079207928,0.00020327365006454076
Cell growth and death,Cell cycle - yeast,0.0001896827059954187,0.00035176570600053665,0.0002844377171998013,0.00013210082010076273,0.00023214651957863188,8.018218104263385e-05,6.518838652131395e-05,0.00013110290152025286,0.00021926622120541168,0.00016184059596181056,0.0001829462850580867
Cardiovascular diseases,Arrhythmogenic right ventricular cardiomyopathy (ARVC),2.709752942791696e-05,0.0015874554937460117,1.0534730266659305e-05,3.7743091457360776e-05,6.0559961629208304e-05,8.909131226959316e-06,0.0,8.193931345015804e-06,2.63119465446494e-05,0.0,0.0001801743716481157
Signal transduction,Wnt signaling pathway,0.0002800078040884752,0.00023451047066702445,0.00027390298693314195,0.00013210082010076273,0.00030279980814604154,0.000169273493312227,6.518838652131395e-05,0.00018026648959034767,7.89358396339482e-05,7.616028045261674e-05,0.00017740245823814467
Cellular community - eukaryotes,Gap junction,0.000234845255041947,0.0002525497376414109,0.0004003197501330536,0.00013210082010076273,0.0001413065771348194,0.0002850921992626981,7.450101316721593e-05,9.832717614018966e-05,5.26238930892988e-05,0.00010472038562234802,0.00017463054482817368
Signal transduction,Ras signaling pathway,0.0001535526667581961,0.00023451047066702445,0.00018962514479986753,0.00010379350150774214,7.06532885674097e-05,0.00030291046171661675,7.450101316721593e-05,0.0001966543522803793,0.00014033038157146348,0.00021896080630127312,0.00017001068914488865
Sensory system,Olfactory transduction,0.000234845255041947,0.00019843193671825147,9.481257239993377e-05,6.605041005038136e-05,0.0001413065771348194,0.00030291046171661675,0.00017693990627213786,8.193931345015803e-05,0.00017541297696432932,0.00019992073618811893,0.00016816274687157464
Development,Axon guidance,5.419505885583392e-05,0.00011725523533351223,0.0001580209539998896,0.0001981512301511441,0.0010295193476965413,3.5636524907837264e-05,9.312626645901991e-06,3.2775725380063216e-05,5.26238930892988e-05,7.616028045261674e-05,0.0001663148045982606
Excretory system,Endocrine and other factor-regulated calcium reabsorption,0.0007406658043630635,0.0001894123032310582,0.0003265766382664385,5.6614637186041164e-05,0.00015139990407302077,4.454565613479658e-05,5.587575987541196e-05,2.4581794035047414e-05,4.385324424108233e-05,3.808014022630837e-05,0.0001644668623249466
Digestive system,Gastric acid secretion,0.0006955032553165353,0.0001894123032310582,0.00024229879613316404,0.00013210082010076273,0.00010093326938201385,7.127304981567453e-05,1.8625253291803983e-05,0.00013110290152025286,2.63119465446494e-05,3.808014022630837e-05,0.0001644668623249466
Cellular community - eukaryotes,Adherens junction,0.000234845255041947,0.00013529450230789872,0.0001474862237332303,5.6614637186041164e-05,0.00022205319264043046,0.00013363696840438974,9.312626645901993e-05,0.0001966543522803793,0.000263119465446494,0.0001237604557355022,0.0001616949489149756
Nervous system,Long-term potentiation,5.419505885583392e-05,0.0002796086381029907,0.0001790904145332082,0.00032081627738756666,0.00017158655794942355,0.0002583648055818202,3.7250506583607966e-05,0.00017207255824533188,3.508259539286587e-05,0.0001142404206789251,0.0001616949489149756
Signal transduction,Hedgehog signaling pathway,1.8065019618611305e-05,0.00016235340276947845,4.213892106663722e-05,4.717886432170098e-05,4.037330775280554e-05,0.00029400133048965746,9.312626645901991e-06,4.0969656725079015e-05,8.770648848216467e-06,0.0009710435757708634,0.0001616949489149756
Excretory system,Aldosterone-regulated sodium reabsorption,0.0007226007847444523,8.117670138473922e-05,0.0001474862237332303,0.0001887154572868039,3.0279980814604152e-05,0.000169273493312227,1.8625253291803983e-05,3.2775725380063216e-05,7.89358396339482e-05,0.00013328049079207928,0.0001607709777783186
Development,Dorso-ventral axis formation,0.0003522678825629205,0.0001894123032310582,0.00018962514479986753,0.0001698439115581235,0.0002018665387640277,0.00020491001822006425,0.0,4.0969656725079015e-05,4.385324424108233e-05,8.568031550919384e-05,0.00014598743959180654
Immune system,RIG-I-like receptor signaling pathway,0.00016258517656750175,0.0001713730362566717,0.0001474862237332303,0.00010379350150774214,0.0003431731158988471,0.00013363696840438974,7.450101316721593e-05,0.00013110290152025286,8.770648848216466e-05,0.00010472038562234802,0.00014413949731849254
Signal transduction,Hippo signaling pathway,0.00010839011771166784,0.0002886282715901839,0.00013695149346657097,0.00014153659296510293,0.0002119598657022291,0.00010690957472351179,6.518838652131395e-05,0.00013929683286526866,0.00019295427466076227,2.8560105169731276e-05,0.00014229155504517853
Signal transduction,Notch signaling pathway,0.0004335604708466714,0.00018039266974386494,0.00013695149346657097,0.0001698439115581235,9.083994244381247e-05,0.00019600088699310494,0.0,8.193931345015804e-06,7.016519078573174e-05,0.00013328049079207928,0.00014136758390852154
Nervous system,Cholinergic synapse,9.935760790236219e-05,0.0002074515702054447,7.374311186661515e-05,0.00023589432160850488,0.00017158655794942355,0.00024945567435486084,9.312626645901993e-05,0.00010652110748520545,4.385324424108233e-05,0.00010472038562234802,0.00013859567049855052
Nervous system,Dopaminergic synapse,8.129258828375088e-05,0.0003247068055389569,0.00018962514479986753,0.0001792796844224637,0.00018167988488762495,0.00010690957472351179,9.312626645901991e-06,0.00013110290152025286,4.385324424108233e-05,7.616028045261674e-05,0.0001312039014052945
Xenobiotics biodegradation and metabolism,Polycyclic aromatic hydrocarbon degradation,8.129258828375088e-05,3.607853394877299e-05,0.0008217089607994259,7.548618291472155e-05,0.00018167988488762495,1.7818262453918632e-05,8.381363981311794e-05,8.193931345015804e-06,9.647713733038113e-05,9.520035056577092e-06,0.0001302799302686375
Immune system,Toll-like receptor signaling pathway,0.00018065019618611306,0.00011725523533351223,9.481257239993377e-05,6.605041005038136e-05,0.0001413065771348194,0.0002761830680357388,4.6563133229509965e-05,0.00015568469555530027,0.00012278908387503053,4.760017528288546e-05,0.0001265840457220095
Immune system,Complement and coagulation cascades,9.032509809305653e-05,5.411780092315948e-05,3.160419079997792e-05,0.0006321967819107931,0.00012111992325841661,2.6727393680877946e-05,8.381363981311794e-05,3.2775725380063216e-05,0.000131559732723247,4.760017528288546e-05,0.00012381213231203847
Immune system,B cell receptor signaling pathway,8.129258828375088e-05,9.019633487193247e-05,0.00012641676319991168,0.00021702277587982448,0.0001413065771348194,0.0002227282806739829,0.0,0.00010652110748520545,0.000131559732723247,0.0001237604557355022,0.00012381213231203847
Cancers: Specific types,Colorectal cancer,0.00014452015694889044,8.117670138473922e-05,1.0534730266659305e-05,0.0005284032804030509,0.0001413065771348194,0.00021381914944702357,0.0,4.0969656725079015e-05,3.508259539286587e-05,3.808014022630837e-05,0.00012288816117538148
Immune system,Fc epsilon RI signaling pathway,5.419505885583392e-05,7.215706789754598e-05,2.106946053331861e-05,0.00029250895879454606,3.0279980814604152e-05,0.00034745611785141336,1.8625253291803983e-05,0.00010652110748520545,0.000131559732723247,0.00013328049079207928,0.00012288816117538148
Cancers: Specific types,Endometrial cancer,9.935760790236219e-05,9.921596835912573e-05,4.213892106663722e-05,0.00020758700301548428,8.074661550561108e-05,0.0003741835115322913,1.8625253291803983e-05,4.916358807009483e-05,9.647713733038113e-05,0.0001428005258486564,0.00012196419003872448
Substance dependence,Amphetamine addiction,3.613003923722261e-05,0.00023451047066702445,0.0001685556842665489,0.00028307318593020586,0.00016149323101122216,5.345478736175589e-05,3.7250506583607966e-05,0.00014749076421028448,2.63119465446494e-05,7.616028045261674e-05,0.00012104021890206747
Transport and catabolism,Mitophagy - animal,3.613003923722261e-05,6.313743441035273e-05,9.481257239993377e-05,3.7743091457360776e-05,0.00037345309671345126,0.00024945567435486084,7.450101316721593e-05,2.4581794035047414e-05,6.139454193751527e-05,0.00021896080630127312,0.00012011624776541047
Signal transduction,NF-kappa B signaling pathway,0.0001716176863768074,0.00011725523533351223,0.00012641676319991168,0.00016040813869378333,0.0001413065771348194,8.018218104263385e-05,4.6563133229509965e-05,0.0001884604209353635,0.000131559732723247,1.9040070113154185e-05,0.00011919227662875344
Substance dependence,Morphine addiction,5.419505885583392e-05,0.00014431413579509196,2.106946053331861e-05,0.0005944536904534323,4.037330775280554e-05,8.018218104263385e-05,3.7250506583607966e-05,3.2775725380063216e-05,8.770648848216466e-05,5.712021033946255e-05,0.00011457242094546842
Immune system,Th1 and Th2 cell differentiation,0.00016258517656750175,0.00014431413579509196,0.00025283352639982336,0.00021702277587982448,0.0002018665387640277,0.0,0.0,2.4581794035047414e-05,2.63119465446494e-05,0.00010472038562234802,0.0001090285941255264
Nervous system,Synaptic vesicle cycle,0.00010839011771166784,0.0001713730362566717,0.00027390298693314195,0.0001792796844224637,0.00016149323101122216,8.018218104263385e-05,6.518838652131395e-05,8.193931345015804e-06,5.26238930892988e-05,1.9040070113154185e-05,0.0001081046229888694
"Folding, sorting and degradation",Ubiquitin mediated proteolysis,0.0001535526667581961,9.019633487193247e-05,0.00010534730266659306,0.00010379350150774214,0.00012111992325841661,0.00013363696840438974,0.0001210641463967259,0.00011471503883022125,3.508259539286587e-05,7.616028045261674e-05,0.00010533270957889839
