Pathway,Description,F_LW1,F_LW2,F_LW3,F_LW4,F_LW5,S_LW1,S_LW2,S_LW3,S_LW4,S_LW5,Total
Drug resistance: Antineoplastic,Endocrine resistance,0.05195298391739301,0.1742615685032003,0.12695404037077096,0.014077908173925345,0.1430517841343609,0.026616167023800603,0.07946363135831842,0.02093236914581127,0.02137412397349132,0.047572765396343815,0.07483741380009117
Signal transduction,MAPK signaling pathway - plant,0.06652046133702583,0.09563796784624744,0.07898523024989508,0.038559733851995515,0.08310609259956392,0.10160280609396262,0.08795832495270751,0.060849295403234104,0.059750585321837066,0.06980484045937752,0.07461827627687594
Excretory system,Endocrine and other factor-regulated calcium reabsorption,0.054290743844743396,0.17058513356821026,0.12846511691600612,0.01680764890521087,0.11811422358195094,0.02713084428669178,0.08749936994334241,0.022298481658485268,0.02607762200665515,0.053385623218811885,0.0739912778118758
Transport and catabolism,Autophagy - other,0.05284829622999529,0.18053611395327193,0.12946463108915643,0.012773126440732262,0.1318728776798323,0.02681836166279357,0.0762589981350323,0.019874733652128176,0.018125052999407087,0.04737057903730145,0.07368401737007226
Glycan biosynthesis and metabolism,Various types of N-glycan biosynthesis,0.0712954603375713,0.07409319067800842,0.07312980863710891,0.09385844388640227,0.07579999248369823,0.05584248302369216,0.06906870298831243,0.06146624944121592,0.08295337489592554,0.07801023686384695,0.0736738793351904
Digestive system,Gastric acid secretion,0.04977066015542498,0.174449732495936,0.1292127849982839,0.015691717159716786,0.12031178638925143,0.023610819435132515,0.08544615016460382,0.01834997581540171,0.025269606973833153,0.047741254028879125,0.07263901992840535
Metabolism of other amino acids,Phosphonate and phosphinate metabolism,0.07816573884747068,0.06138488409170418,0.0676836369219906,0.082218417371864,0.06567846407558088,0.06304796470416857,0.07308657228082442,0.07510093368061382,0.07153059395824195,0.06859172230512331,0.07061765174273327
Lipid metabolism,Arachidonic acid metabolism,0.07104676247295955,0.06414944736959041,0.071610861901534,0.08728303067833713,0.06367836343357404,0.05941765186770405,0.06637133582800878,0.061827608234890974,0.07195586502814827,0.07731943347045218,0.0693410391964581
Immune system,Chemokine signaling pathway,0.04852717083236626,0.15415696958705385,0.11582559123034135,0.013854721824826529,0.1280701385611123,0.024732080615002566,0.07761975947858846,0.02030660147871544,0.02242879622685898,0.046553409169505205,0.06889262611514582
Nervous system,Cholinergic synapse,0.04869504189097919,0.1647375756401158,0.1191074606020239,0.013279587771379577,0.12713378571278428,0.02227817295086073,0.07158892961868568,0.018050312425524833,0.01974108306505108,0.041995791659425165,0.06855183217334848
Transport and catabolism,Mitophagy - yeast,0.04612101899224765,0.16367372537349467,0.1130552842307436,0.010592767491843827,0.12633756730434206,0.025154851223806028,0.06258696996131412,0.018632011947050536,0.01410198867809336,0.035879654298393536,0.06551354110414383
Infectious diseases: Viral,Hepatitis B,0.04776864234530045,0.14695607832659102,0.10233608498798183,0.013082153693330626,0.12325460962685385,0.026377209723172562,0.06901234009242549,0.020024565347066613,0.019749588486449206,0.041111226338614804,0.06455666658106526
Lipid metabolism,Biosynthesis of unsaturated fatty acids,0.07220942499001945,0.05291026734195346,0.059175961164703174,0.08144584924036809,0.054340313939363824,0.061926703524298514,0.06112153466825363,0.06865817079826096,0.0715135831154457,0.060243110562998865,0.06405756332534375
Amino acid metabolism,Tryptophan metabolism,0.06534536392673534,0.04439946520898434,0.056948697298549296,0.0729390157035632,0.05948069998426672,0.062266758144423034,0.06130672704045358,0.07913757581483764,0.06976146630743169,0.06897082172832775,0.06353662430218443
Signal transduction,Rap1 signaling pathway,0.04659354493500996,0.1346313368024019,0.098928292570863,0.014610121775622523,0.1074703758978955,0.02366596342758514,0.08081634085960503,0.018341162186287688,0.02432550519864114,0.048111929020456794,0.06278173062790567
Nervous system,Synaptic vesicle cycle,0.045306533485644195,0.13749721915329965,0.10421706047918598,0.01506507856417011,0.09807499867827743,0.023270764815007988,0.07828001054469264,0.01990998816858428,0.022590399233423382,0.05250105789800153,0.06245107472099017
Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - ganglio series,0.0637474801466049,0.04799629230089391,0.05513855352040303,0.0908540122639182,0.05795196064005768,0.05189049689792066,0.05294891476464706,0.05833741110573675,0.07817332807017857,0.06930779899339835,0.06225689236056102
Cancers: Specific types,Endometrial cancer,0.04558631858333241,0.14540734392484325,0.09980975388891682,0.01085029020234246,0.12127361822664963,0.02266418089802911,0.06513940396076563,0.017089626852096022,0.016560055462151856,0.036570457691788294,0.06175778910483951
Cell growth and death,p53 signaling pathway,0.04431795947381252,0.14880876994737344,0.09952642703668524,0.008163469922806709,0.11524783731155898,0.02082604781627492,0.06692691294460863,0.014066552065985173,0.01594766512148676,0.036166084973703556,0.060611411314354185
Signal transduction,MAPK signaling pathway - fly,0.04617075856517,0.11037265589278242,0.0880989106633445,0.029735288972242313,0.09477546959369293,0.026018773772230497,0.07354552729018952,0.0251452838623156,0.031793265186196004,0.05321713458627658,0.06011620730281801
Metabolism of terpenoids and polyketides,Zeatin biosynthesis,0.06424487587582839,0.041359893018638225,0.05123493911187893,0.07781477902233734,0.045645608919174914,0.06343397265133695,0.053585010303942554,0.06307914356908263,0.07315512944528407,0.0711443250880332,0.05969664862847712
Biosynthesis of other secondary metabolites,Carbapenem biosynthesis,0.06509666606212361,0.040983565033166795,0.04918081943319991,0.07079299311607459,0.04438439896020245,0.07405838186387613,0.05786053854908057,0.07258023575400245,0.06971893920044106,0.06116137361031629,0.05968417104708409
Neurodegenerative diseases,Parkinson's disease,0.04258950931476091,0.1321128341304008,0.10812854507804986,0.01259286054338322,0.094278629306825,0.021708351695516933,0.07034894590917297,0.01808556694198094,0.01952844753009792,0.04292247913836935,0.05899868391930408
Global and overview maps,Degradation of aromatic compounds,0.06534536392673534,0.0353169340211644,0.04473416189123192,0.05686101447809846,0.04286202936326095,0.08516070567767142,0.06799780796646053,0.08922036752128315,0.057573197443916736,0.05472510784746758,0.05889886326815978
Neurodegenerative diseases,Prion diseases,0.044013304589663134,0.1281107307464451,0.09966022027246128,0.014086492264275299,0.10483967027640244,0.0202010825684785,0.06835208902632131,0.01726589943437654,0.02032795714152179,0.04105225531722745,0.058841934303054046
Substance dependence,Morphine addiction,0.04194289486677037,0.13324905516345878,0.10307588287991987,0.013717376379227257,0.11310760222966634,0.017673649581066493,0.055469141395020315,0.015212323850808526,0.01641546329838371,0.034043128203758696,0.05780161595440954
Infectious diseases: Bacterial,Bacterial invasion of epithelial cells,0.04776864234530045,0.11332538316340436,0.0829518061811373,0.030868388898436305,0.10357209057016245,0.02746170824140753,0.057079509848932945,0.026202919355998697,0.02099988543197377,0.03870183889335992,0.05759261646607616
Nervous system,Serotonergic synapse,0.040059008542336426,0.1340596077475511,0.09822784563062378,0.010979051557591778,0.09850177174520246,0.01830780549427169,0.06044517991761033,0.014621810700168799,0.016747174732910628,0.03479290261854081,0.05571863971060932
"Folding, sorting and degradation",Proteasome,0.04213563571184448,0.10349019600464159,0.08324300322370867,0.0200266827864438,0.07537958916404074,0.029207934669074006,0.07527667337814559,0.02571816975472728,0.028042374349622323,0.05117842213259937,0.055086962152586794
Nervous system,Retrograde endocannabinoid signaling,0.03819377455774836,0.13148320846240055,0.09646492299451613,0.014034987722175572,0.09660995680674378,0.017885034885468228,0.056660814050915664,0.01457774255459867,0.016517528355161223,0.03296480095553273,0.054481799455024474
Metabolism of terpenoids and polyketides,Biosynthesis of vancomycin group antibiotics,0.05363169450352227,0.032356969673898776,0.04232588364726342,0.061925627784571606,0.044333440982062156,0.064996385770828,0.05554965981771595,0.06450695148555481,0.06699720435304066,0.059611278190991476,0.05372534608307157
Sensory system,Taste transduction,0.03716789586622492,0.12302306586593721,0.09155392422250193,0.009287985758650745,0.10761688008504887,0.01565170319113689,0.0490115638948307,0.01359061609382778,0.013838320614751445,0.029350719787650408,0.05227326754845683
Endocrine system,Prolactin signaling pathway,0.04429930713396663,0.07583732614913559,0.06285134005337406,0.024464657497370267,0.0762522445396934,0.03228680758101227,0.055517452448637705,0.04081591642705347,0.029335198402137514,0.043604858100137346,0.049968814234930194
Infectious diseases: Parasitic,Chagas disease (American trypanosomiasis),0.03637206269946735,0.10464089119098688,0.08020510975255886,0.011313831081240002,0.0861954200243197,0.01940149467791543,0.06480927842771354,0.016093686762211106,0.018057009628222077,0.037311807674943645,0.049822982502399075
Signal transduction,TGF-beta signaling pathway,0.03793885924652132,0.1040185025996303,0.08110231145129222,0.011270910629490231,0.08276212624711689,0.017866653554650683,0.06464018974005271,0.01463943795839685,0.01907766019599723,0.040816371231678014,0.04975981474659682
Signal transduction,Hippo signaling pathway -multiple species,0.03750985543006607,0.11205165767411646,0.0833059647464268,0.00889311760255284,0.09435506627403545,0.01572522851440706,0.0526348929161341,0.01231263987229404,0.013115359795910712,0.030252133971714296,0.048918357851403846
Biosynthesis of other secondary metabolites,Phenazine biosynthesis,0.05106388905140604,0.034014260225301775,0.04138146080649146,0.05742756444119546,0.04054981110514479,0.06454604316579823,0.04789235781936143,0.05601061301963395,0.05361817649378802,0.04620800747280783,0.04861733620029681
Immune system,T cell receptor signaling pathway,0.034966919764411,0.10891076641075881,0.07779683150859035,0.009339490300750474,0.09531689811143364,0.018050466862826103,0.05360916583075124,0.014048924807757122,0.014518754326601546,0.03080814645908081,0.04849879917706295
Cardiovascular diseases,Dilated cardiomyopathy,0.03667050013700143,0.11044502665921924,0.08114953259333083,0.010335244781345192,0.08571131923198683,0.014741827315668568,0.05056556945285638,0.015062492155870088,0.01629638739880994,0.03222345097237739,0.04793262892135387
Xenobiotics biodegradation and metabolism,Nitrotoluene degradation,0.05460161617550808,0.02289811050060741,0.026868829819962314,0.04189894499812781,0.03918031544262419,0.07464658445003748,0.05098426525087366,0.06687781771722776,0.052172254856106555,0.051532248260923515,0.04732512667728035
Signal transduction,ErbB signaling pathway,0.03097531903739253,0.10775283414776983,0.07621492325029731,0.008515417627154843,0.09032301625368411,0.017489836272891076,0.0524819079130124,0.013881465854590633,0.013455576651835765,0.030993483954869644,0.0467784526424979
Endocrine system,Insulin secretion,0.03297111940090177,0.10325137247540009,0.07927642729246642,0.009768694818248196,0.07725866460796435,0.013988192752149351,0.0479648243997875,0.011924840191276905,0.013761771822168308,0.027202489722825247,0.04413086584066273
Lipid metabolism,Ether lipid metabolism,0.029203346752033867,0.08413825305943796,0.057169062628062754,0.01552861944306765,0.07416296743594104,0.01971397730181364,0.05089569498590847,0.017680140002735753,0.02423194556326175,0.04356273594200352,0.04330578577104812
Immune diseases,Rheumatoid arthritis,0.032852987915211185,0.09305433148445325,0.0707923621061983,0.010592767491843827,0.06904169063284077,0.015688465852771973,0.054341883477281486,0.013167561896354542,0.01567549163674672,0.03598074747791472,0.04310536461992246
Cancers: Specific types,Melanoma,0.032703769196444146,0.10220199636206631,0.06984793926542635,0.007863026760558302,0.08294684891787549,0.015642512525728118,0.04323839298755395,0.011510599622917691,0.010606260483463463,0.024759404551063305,0.04270374246883406
Infectious diseases: Bacterial,Pathogenic Escherichia coli infection,0.03187063134999481,0.09116545448045245,0.06625913247049289,0.01167436287593809,0.06933469900714749,0.01356542214334589,0.05485720138253353,0.013661125126739986,0.017334048809381344,0.03240036403653945,0.042197620573578974
Development,Dorso-ventral axis formation,0.0301359637443279,0.09455964342633894,0.06541702210413788,0.006704174563314447,0.07773639565302969,0.016570769732013983,0.053601113988481684,0.012057044627987292,0.012545496562236252,0.03017631408707341,0.042185922841023
Cancers: Specific types,Small cell lung cancer,0.030925579464470186,0.10365664876744625,0.07043820354090881,0.006678422292264584,0.07902308460107228,0.015440317886735158,0.03850390973305083,0.010646863969743164,0.009568599072892056,0.02380744377723882,0.04137254050396436
Cancers: Specific types,Renal cell carcinoma,0.03519074784256157,0.06496723703032639,0.0519432562424579,0.02181217357923433,0.06940476622709041,0.028178580143291665,0.04098387715207628,0.030001593504143814,0.02234374201287772,0.030909239638601996,0.040965459411016515
Glycan biosynthesis and metabolism,N-Glycan biosynthesis,0.03346851513012525,0.051050338644527384,0.043120772871579824,0.031417770680833394,0.037842668516441275,0.052552224807352166,0.04663627042530958,0.026546650891445703,0.038461515562327006,0.042593926304925506,0.040253457422776306
Biosynthesis of other secondary metabolites,Glucosinolate biosynthesis,0.043298298228904374,0.026465989285942255,0.0322048188703239,0.047470019635248266,0.033619526078063795,0.046201475009891455,0.03948623448993754,0.04942683207145667,0.04374338225056342,0.039620101940677346,0.039698984899623195
Sensory system,Phototransduction - fly,0.02720132894190934,0.09682484841581115,0.06632209399321101,0.00866134716310407,0.06011767471102049,0.01296802889177578,0.05017908102391735,0.009897705495050972,0.015522394051580447,0.029418115240664528,0.039546914376395556
Development,Axon guidance,0.028351556565738647,0.08720677355635881,0.06349669566123489,0.008163469922806709,0.07060227871338748,0.013703282124477453,0.04589550093650978,0.012021790111531188,0.013166392324299472,0.025837731799289266,0.03890119953930586
Excretory system,Collecting duct acid secretion,0.028351556565738647,0.08287176464679376,0.06479527706729635,0.009433915294599972,0.062391674485531436,0.013914667428879184,0.05038037708065644,0.011660431317856131,0.014212559156269003,0.03282158561787772,0.03883569223699241
Cancers: Specific types,Acute myeloid leukemia,0.026218972376692955,0.09157796784914227,0.06270180643691849,0.006678422292264584,0.07874281572130062,0.014585586003719462,0.040275315032354715,0.010426523241892518,0.00956009365149393,0.0241528454739362,0.038790461004442646
Infectious diseases: Bacterial,Shigellosis,0.031367018174156026,0.07813871652182623,0.05994723981800027,0.00891028578325275,0.06693967403455334,0.014898068627617674,0.04648328542218788,0.012277385355837937,0.014229569999065253,0.030471169194010193,0.03827732046965398
Cancers: Specific types,Non-small cell lung cancer,0.02683449959160702,0.08552053469838107,0.0592861438294599,0.0073136449781612154,0.07736695031151249,0.014613157999945775,0.03909169421872894,0.010426523241892518,0.00990031050741898,0.022408988127195772,0.03752320664421227
Immune system,B cell receptor signaling pathway,0.02709563234944935,0.08188028514660942,0.06037223009634766,0.0077514335860088945,0.07068508542786549,0.014135243398689688,0.043528259309258216,0.011034663650760298,0.012213785127709327,0.025618696576993363,0.03744522176050579
Immune system,Fc epsilon RI signaling pathway,0.02570292430762359,0.08047629227773527,0.05619315902593172,0.006815767737863856,0.07722681587162666,0.014190387391142312,0.03760210339885976,0.010294318805182131,0.00944952317331829,0.021482300648251587,0.036149892842141075
Excretory system,Aldosterone-regulated sodium reabsorption,0.026163015357155317,0.08018680921198801,0.05862504784091953,0.007837274489508439,0.06890155619295493,0.012582020944607399,0.037143148389494667,0.009104478874788649,0.009704685815262078,0.020496642147920043,0.03513686920279383
Endocrine system,Ovarian steroidogenesis,0.024596218810101336,0.07789265591594106,0.059844927343583314,0.0065324927563153576,0.061697372033369835,0.011837577046496956,0.03777119208652059,0.011669244946970157,0.011873568271784277,0.023419919922407616,0.034507531191282505
Substance dependence,Cocaine addiction,0.02475787242209897,0.07808081990867678,0.05997872057935934,0.00657541320806513,0.0620477081330844,0.010946082501846175,0.037062629966799036,0.009853637349480842,0.011235661666924806,0.02241741255882254,0.03415192012158093
Cell growth and death,Apoptosis - fly,0.02552883580239537,0.07106085556430598,0.05294277041560823,0.010944715196191961,0.05952528821513949,0.012021390354672373,0.040863099518032825,0.01225094446849586,0.011329221302304196,0.02573663861976808,0.03387039469140052
Cancers: Specific types,Colorectal cancer,0.022643940572899156,0.06820944736669557,0.05104605454372453,0.006850104099263674,0.06001575875473989,0.012067343681716228,0.03980830818072006,0.009333633231753319,0.010657293011852219,0.02254377903322402,0.031987839598725976
Immune diseases,Primary immunodeficiency,0.028177468060510427,0.02179083777412418,0.02767158923461848,0.037812917991549476,0.02426236734205097,0.03708433492439069,0.03531538019430384,0.033359586196587646,0.03886977578943707,0.03849122810269079,0.03167590006390004
Immune system,Natural killer cell mediated cytotoxicity,0.022345503135365066,0.06756534754540795,0.04828361773446655,0.00600027915461818,0.060257809150906325,0.01139642510687595,0.030089734561357374,0.008231929592500097,0.00814819369940497,0.01791034163850309,0.02980504270378146
Cellular community - eukaryotes,Signaling pathways regulating pluripotency of stem cells,0.02109579636569106,0.06175397500053192,0.04647347395632029,0.006549660937015267,0.0559263810089807,0.01080822252071461,0.036120564421260146,0.008637356531745282,0.010146967727964643,0.02108635236179362,0.029409659343389582
Signal transduction,VEGF signaling pathway,0.022096805270753323,0.06294085557009564,0.04708734880282206,0.0063608109493162686,0.055607893645603826,0.01079903185530584,0.03215100618236553,0.00801158886464945,0.008726562354477555,0.018929697865341693,0.028897298657437977
Cellular community - eukaryotes,Adherens junction,0.023247032894582634,0.06208688052614126,0.04781927650442033,0.008172054013156665,0.04698325584535783,0.010863366513167237,0.03416396674975631,0.009368887748209423,0.010487184583889694,0.021852975639829263,0.02888326137837081
Replication and repair,Fanconi anemia pathway,0.021960021445216867,0.03930456325183276,0.030984939367660114,0.013374012765229079,0.03179140861228049,0.03054058115334579,0.04000155239518957,0.02835344485982099,0.02048956014808619,0.0300330987494184,0.028800597401641936
Lipid metabolism,Synthesis and degradation of ketone bodies,0.030962884144161946,0.017441354711271763,0.02316984036027213,0.030559361645837946,0.028682971945722113,0.028160198812474124,0.029034943224044603,0.03753724639663587,0.03049193571228269,0.030462744762383427,0.028485538471467738
Cancers: Specific types,Chronic myeloid leukemia,0.020051265334321743,0.061276327942048965,0.043325397820413745,0.0059745268835683174,0.05811757406901367,0.011423997103102263,0.031965813810165576,0.008302438625412302,0.008590475612107535,0.019393041604813786,0.02845200497147395
Signal transduction,Jak-STAT signaling pathway,0.017589156474665493,0.07166153292573153,0.04649708452733958,0.00369974294083038,0.06179928798965043,0.010275163927005898,0.025403562360471636,0.007209548615273102,0.0055115130659858244,0.015391436582100257,0.02833814704126248
Endocrine and metabolic diseases,AGE-RAGE signaling pathway in diabetic complications,0.02218384952336743,0.055226131867931454,0.042373104789302014,0.005983110973918271,0.06174833001151013,0.010275163927005898,0.030113890088166062,0.007976334348193347,0.007995096114238695,0.018500051852376662,0.027975517332027324
Development,Osteoclast differentiation,0.020704097228927566,0.062152014215934394,0.04545034921215066,0.00600027915461818,0.05362690224539961,0.009760486664114726,0.028366640315670866,0.0074651438595798505,0.007595341308526762,0.017067898475826557,0.027421044808874216
Cancers: Specific types,Pancreatic cancer,0.019833654702786467,0.05779529407643829,0.04201107603367277,0.0061376246002174525,0.05136564196542374,0.010596837216312879,0.031386081166757035,0.00790582531528114,0.008131182856608717,0.01825574333520047,0.026798725436896466
Xenobiotics biodegradation and metabolism,Naphthalene degradation,0.02245741717444035,0.013395828867453953,0.016543140094188863,0.02085933955038938,0.014822401891560148,0.045521365769642406,0.039284938433198455,0.050969217166411195,0.027702157493697272,0.024363456264605333,0.02658192746019244
Sensory system,Phototransduction,0.01708554329882671,0.05773016038664516,0.0419559847012944,0.005880101889718818,0.040855558973986586,0.009677770675435786,0.03598368310267758,0.0063634402203266265,0.011108080345952911,0.019569954668975858,0.02575684739057783
Metabolism of cofactors and vitamins,Lipoic acid metabolism,0.023738211177190827,0.016659750433754186,0.021218033156010074,0.035203354525163315,0.017332082314969986,0.021901355669101123,0.024083060228263287,0.026758177990182323,0.02951381225149817,0.029493935125305418,0.024190131076914548
Excretory system,Proximal tubule bicarbonate reclamation,0.021450190822762793,0.015451158634259424,0.02148561962756213,0.019657566901395758,0.014249124637481759,0.02367515409299391,0.034639025443660536,0.02879412631552228,0.03034734354851454,0.03220660210912386,0.02369024797235598
Immune system,Leukocyte transendothelial migration,0.018260640709117194,0.05583404630600068,0.03746210601728782,0.004403638349526648,0.047002365087160436,0.007453629646513222,0.021522574386542214,0.006715985384887658,0.00648113110537222,0.014405778081768713,0.023412621786360895
Transcription,Basal transcription factors,0.022239806542905076,0.036880142576199544,0.032385833248138526,0.01497065357032061,0.030574786884180794,0.015311648571012366,0.026297316852393147,0.01614656853689526,0.014084977835297108,0.017219538245108332,0.023236375949184238
Signal transduction,TNF signaling pathway,0.017303153930361987,0.050775329732067505,0.03714729840369716,0.005347888288021641,0.044983155203351,0.009521529363486683,0.022601521250663673,0.0064780173988089615,0.006362055205798452,0.014169893996219282,0.022780944228338366
Endocrine system,Renin-angiotensin system,0.016967411813136133,0.018512442054536584,0.018518557869470216,0.02426722341932131,0.015726906003550496,0.020145938576025875,0.026216798429697513,0.02036829688251362,0.029862534528821344,0.03932524683374056,0.022517355321410446
Immune system,Toll-like receptor signaling pathway,0.015978837801304456,0.049298966096756526,0.03577001509423805,0.004987356493323552,0.04663928949291079,0.00792235358236054,0.02318930573634178,0.0058698769899411815,0.005894257028901507,0.013832916731148672,0.02228262082145393
Infectious diseases: Parasitic,Leishmaniasis,0.014393388914404599,0.047742994618365064,0.03248027553221572,0.004317797446027103,0.0429384663304714,0.006332368466643169,0.031072059318244073,0.004838682383600163,0.007459254566156741,0.015880053616452644,0.02194650597267898
Metabolism of terpenoids and polyketides,Limonene and pinene degradation,0.023899864789188457,0.012693832433016876,0.022201806948480868,0.027057052783056514,0.01686709076443974,0.02794881350807239,0.013953842653152885,0.01938117042174273,0.016951304846465662,0.013639154803733069,0.019343370554556514
Immune diseases,Systemic lupus erythematosus,0.013081507678577659,0.031068770031323516,0.023327244167067458,0.003983017922378878,0.03040280370795728,0.006130173827650208,0.02419578602003717,0.005482077308924046,0.008309796705969368,0.017034200749319495,0.017071670892186606
Biosynthesis of other secondary metabolites,Flavone and flavonol biosynthesis,0.016053447160687982,0.016116969685478096,0.013387193767942559,0.020481639574991384,0.015599511058199744,0.013179414196177509,0.019477406450073183,0.019143202435664034,0.021833416728990144,0.01534931442396643,0.016968730845694047
Biosynthesis of other secondary metabolites,Penicillin and cephalosporin biosynthesis,0.014722913585015157,0.014264278064695702,0.010758550194460597,0.015974992141265285,0.013803242328754123,0.014135243398689688,0.014445005031596235,0.020033378976180637,0.02505697143888,0.021886673366336325,0.01628558326442524
Infectious diseases: Parasitic,African trypanosomiasis,0.010439092867077893,0.03148128340001335,0.01909308176427316,0.003356379326832201,0.029294467683405722,0.005560352572306411,0.028737025060070767,0.005314618355757556,0.007595341308526762,0.011179220768717591,0.01594166992727964
Cancers: Specific types,Basal cell carcinoma,0.010501267333230828,0.03530969694452072,0.025507286891182732,0.0031675293391332025,0.02936453490334864,0.005183535290546803,0.019582080399577505,0.0038956240683994028,0.005434964273402688,0.01051369067020313,0.015685099659885307
Immune system,Toll and Imd signaling pathway,0.010401788187386131,0.03856638143417727,0.026947531723359976,0.0020344294129392114,0.027472719964889952,0.004190943426399543,0.015862129271039343,0.0032257882557334416,0.004490862498210672,0.00905626399877273,0.015106451822783189
"Folding, sorting and degradation",SNARE interactions in vesicular transport,0.010482614993384948,0.035722210313210545,0.024759618808904933,0.0024464657497370265,0.02369545983524012,0.004724002020108257,0.01827768195190828,0.00419528745827628,0.004831079354135723,0.00833176287887091,0.014497389881035543
Cancers: Overview,Transcriptional misregulation in cancer,0.010812139663995506,0.027971301227827948,0.016968130372536246,0.003390715688232019,0.027816686317336983,0.0065805164326799845,0.01908286617886459,0.005120718515248988,0.006396076891390957,0.012021663931394125,0.014324263439207145
Metabolism of terpenoids and polyketides,Insect hormone biosynthesis,0.01579231440284565,0.010913511578671294,0.019368538426164983,0.023151291673827228,0.013121679371127593,0.010918510505619863,0.009613899669858364,0.01418112924446751,0.012103214649533687,0.009115235020160086,0.013851675043945848
Environmental adaptation,Circadian rhythm - plant,0.010725095411381396,0.03206748660815152,0.021603672482658626,0.003390715688232019,0.01973347703483169,0.00624046181255546,0.018317941163256093,0.0048210551253721114,0.004771541404348839,0.009662823075899832,0.013727679078852535
Environmental adaptation,Circadian rhythm - fly,0.01008469841000616,0.030287165753805946,0.02250087418139199,0.0035967338566309267,0.019644300573086162,0.0040806554414942915,0.019396888027377553,0.0038163014063731706,0.005953794978688391,0.010547388396710192,0.013574828706787825
Immune system,Th1 and Th2 cell differentiation,0.011390362199217808,0.02979504454203562,0.02338233549944582,0.003416467959281882,0.0231349220756968,0.0051467726289117196,0.015234085574013422,0.003666469711434732,0.004320754070248147,0.009064688430399493,0.013570929462602502
Xenobiotics biodegradation and metabolism,Xylene degradation,0.01678710586129262,0.006368627446439482,0.012206665216977606,0.015846230786015967,0.011440066092497647,0.010946082501846175,0.009573640458510549,0.01894048896604144,0.011465308044674214,0.011347709401252898,0.012475241846526389
Cardiovascular diseases,Viral myocarditis,0.00989195756493206,0.029469376093069963,0.018691702056945078,0.00254947483393648,0.02221767846917138,0.003529215516968036,0.013140606583927008,0.003472569870926164,0.004142140220887495,0.009502758874991291,0.012359044369803727
Cancers: Specific types,Bladder cancer,0.010028741390468518,0.023715900161343385,0.019187524048350356,0.004000186103078787,0.019128351044415612,0.006479419113183504,0.01674783192069129,0.00392206495574148,0.0049841769393019954,0.009654398644273067,0.012289637823304953
Cardiovascular diseases,Arrhythmogenic right ventricular cardiomyopathy (ARVC),0.011433884325524862,0.02820288768042575,0.017849591690590076,0.002600979376036207,0.02033223327798023,0.0032075422276610535,0.012158281827040308,0.003402060838013958,0.004031569742711853,0.008786682186716238,0.01190127310244666
Signal transduction,NF-kappa B signaling pathway,0.008499249523106302,0.028912121191506508,0.02075369192596386,0.0028499179961848867,0.01716009913874647,0.00515596329432049,0.01296346605399662,0.004001387617767712,0.003733879993777434,0.007961087887293236,0.011724247416432939
Xenobiotics biodegradation and metabolism,Dioxin degradation,0.01558092121792567,0.006042958997473826,0.011624271131834896,0.01472171495017193,0.010516452738704687,0.010054587957195394,0.008929493076945499,0.017636071857165623,0.010784874332824114,0.01035362646929459,0.011608049939710275
Metabolism of terpenoids and polyketides,Nonribosomal peptide structures,0.015462789732235093,0.0058765062346691575,0.011781674938630225,0.012249496929385041,0.009038671372635948,0.011433187768511033,0.009694418092553994,0.015864532405246438,0.011677943579627374,0.009191054904800974,0.011193950207228843
Xenobiotics biodegradation and metabolism,Styrene degradation,0.009413214175554454,0.005927165771174926,0.007059560734770415,0.012026310580286225,0.007879377369944093,0.015017547277931694,0.01247230367555327,0.018261839524261452,0.013481092916030142,0.012417612217852095,0.011059816207253687
Replication and repair,Non-homologous end-joining,0.008262986551725145,0.0234408912488835,0.01589778448632802,0.004506647433726101,0.016905309248044967,0.005532780576080099,0.012303214987892445,0.005314618355757556,0.005392437166412057,0.007708354938490276,0.010956096311924063
Metabolism of terpenoids and polyketides,Carotenoid biosynthesis,0.017209892231132583,0.006014010690899101,0.006469296459287938,0.0130306491512309,0.011032402267375237,0.011460759764737347,0.009291825979075838,0.015785209743220202,0.008879659939643828,0.009460636716857465,0.01094127918401983
Digestive system,Vitamin digestion and absorption,0.007784243162347541,0.028130516913988934,0.01655101028452863,0.00247221802078689,0.017019964698860645,0.0036395035018732874,0.011691274975405648,0.0032257882557334416,0.002407034255669735,0.006899609502320804,0.010541996579442627
Infectious diseases: Bacterial,Staphylococcus aureus infection,0.008909600999715677,0.0036185383218406146,0.005863291803125929,0.008687099434153932,0.010178856133525191,0.015633321860319346,0.011683223133136085,0.01686928612424538,0.011363242987896701,0.01181105314072499,0.010209780974853002
Cell growth and death,Apoptosis - multiple species,0.00575735556576184,0.02391130123072278,0.01553575573069877,0.0020258453225892566,0.01773337639282486,0.002527432987412005,0.013720339227335553,0.002362052602558914,0.003776407100768065,0.008921473092744483,0.010117758812079351
Cancers: Specific types,Thyroid cancer,0.008499249523106302,0.01891048126993905,0.015339000972204614,0.0031160247970334755,0.017249275600491998,0.004099036772311834,0.014211501605778902,0.0029349384949705908,0.0038699667361474545,0.008146425383082074,0.010111520021382832
Xenobiotics biodegradation and metabolism,Metabolism of xenobiotics by cytochrome P450,0.009985219264161462,0.01183985738906249,0.008460454615248825,0.006206297323017088,0.008605528558443386,0.021065005116902964,0.009621951512127925,0.00927193782795514,0.007841998529072424,0.007952663455666472,0.009978945719081807
