Pathway,Description,F_JC1,F_JC2,F_JC3,F_JC4,F_JC5,S_JC1,S_JC2,S_JC3,S_JC4,S_JC5,Total
Infectious diseases: Viral,Herpes simplex infection,0.0030123906332065126,0.003039726920660574,0.0025792118784838474,0.0013780951852820095,0.0022824284439974377,0.003668079670690448,0.0027438767636647674,0.00334790217823706,0.002564318986899074,0.0022124101662974772,0.0026448071090161797
Transport and catabolism,Autophagy - animal,0.0012509927878764588,0.0027722309516424438,0.002222403911104659,0.0016421613285695802,0.0014873201745721008,0.005870794180316263,0.0021172474681565505,0.002325713557991011,0.002308833331377764,0.0017274983490267973,0.0023481230314694583
Infectious diseases: Viral,Influenza A,0.0017814137299360774,0.002346669182749963,0.002446683204885863,0.0013368348503933266,0.0018147176972766513,0.003826749783671968,0.002525505948563419,0.0029634092109885467,0.0028292670741063585,0.001780535579040778,0.0023406120421644782
Infectious diseases: Parasitic,Chagas disease (American trypanosomiasis),0.002101667883632451,0.001240208583629514,0.0024364886915321723,0.00231883082074398,0.002142115219981202,0.0018760407476050378,0.0033800004424382603,0.001491082482744237,0.002479157101725304,0.0031746570536939824,0.002307751463955189
Endocrine and metabolic diseases,Non-alcoholic fatty liver disease (NAFLD),0.0017513899030270421,0.0025655295210375243,0.002823880198972434,0.0013945993192374826,0.002338553733603932,0.0024733870553001747,0.0021647193844829306,0.002400736575990721,0.0024696946700393297,0.0015305029232605834,0.002153776183203094
Cellular community - eukaryotes,Focal adhesion,0.0028722794409643494,0.002103491029097117,0.0006116708012214657,0.002351839088654926,0.0035639558900123925,0.0017640383149122,0.0021457306179523787,0.002025621485992171,0.0016937752717894254,0.002007837993386409,0.0021227933523200503
Infectious diseases: Viral,Measles,0.0012509927878764588,0.0019332663215401251,0.002314154531287879,0.001270818314571434,0.001515382819375348,0.0026040565601084856,0.0020317980187690666,0.002213179030991446,0.0021479719927161986,0.0015532331646951464,0.0018664808422875984
Digestive system,Bile secretion,0.0023618743835107543,0.001726564890935206,0.0022122093977509677,0.001031508372217073,0.0014873201745721008,0.0028840626418405804,0.0019178654195857545,0.001791174554743077,0.001627538249987604,0.0015911169004194186,0.001843009000709535
Signaling molecules and interaction,ECM-receptor interaction,0.002672120594904116,0.0012888442143600834,0.00038739150744026164,0.002195049816077931,0.003302037871848752,0.0012600273677944285,0.0020792699350954467,0.0017817966774931132,0.001428827184582141,0.0017578053376062146,0.0018373757587308
Infectious diseases: Viral,Hepatitis C,0.0010508339418162254,0.0015806579987434986,0.0019165685104939262,0.0010727687071057559,0.0010476720726545615,0.0024360529110692285,0.0017754496706066142,0.002025621485992171,0.001883023905508914,0.0014698889461017485,0.0016167404478970042
Cellular community - eukaryotes,Tight junction,0.001541223114663797,0.0022250801059235403,0.0017840398368959422,0.0007179298270630828,0.0013657153804246963,0.0017547047788544633,0.0012722473575469855,0.0018755754499927512,0.0016370006816735785,0.0013713912332186415,0.0015219142079216283
Neurodegenerative diseases,Parkinson's disease,0.0019115169798752292,0.0023588280904326053,0.001987930103969764,0.0013038265824823802,0.0029185150595377072,0.000606679843752873,0.0008450001106095651,0.0009377877249963756,0.0017789371569631954,0.0005834095301537868,0.0014730927774392565
Cell growth and death,Cell cycle,0.001120889537937307,0.0017022470755699215,0.0018554014303717795,0.000792198429862712,0.0009541299233104043,0.0019787096442401395,0.0014051687232608497,0.001828686063742932,0.0016559255450455275,0.001462312198956894,0.001459948546155541
Endocrine and metabolic diseases,AGE-RAGE signaling pathway in diabetic complications,0.002612072941086046,0.0011672551375336605,0.00034661345402549733,0.0016091530606586336,0.002862389769931213,0.0010360225024087523,0.0009114607934664972,0.001453570973744382,0.0006812950813901599,0.0015608099118400009,0.0014383544519037228
Lipid metabolism,alpha-Linolenic acid metabolism,0.0012810166147854938,0.0014225921988691487,0.0015597605431147377,0.0016091530606586336,0.0012908816609493706,0.0020347108605865585,0.0008734832604053931,0.0015379718689940557,0.0014666769113260388,0.0009092096573825248,0.001389533021421351
Transport and catabolism,Phagosome,0.0010508339418162254,0.0011794140452163026,0.0013762593027482981,0.0016586654625250531,0.002067281500505876,0.000718682276445711,0.0014811237893830578,0.001106589515495723,0.001088179643887061,0.001848726303344467,0.001379205411127003
Infectious diseases: Viral,Hepatitis B,0.0009807783456951438,0.0014712278295997178,0.0015189824896999734,0.0006684174251966633,0.0009915467830480672,0.00195070903606693,0.0011488203750983975,0.0017067736594934032,0.0015518387964998086,0.001318354003204661,0.0013191174966871609
Cancers: Specific types,Small cell lung cancer,0.0026521047102980927,0.001240208583629514,0.00014272318695167537,0.0015431365248367412,0.00269401390111173,0.0010733566466396983,0.0009684270930581532,0.0013691700784947082,0.0005204337427285944,0.0008789026688031073,0.001305034391740323
Lipid metabolism,Steroid biosynthesis,0.0008806989226650269,0.00023101924597020363,0.0008359500950026699,0.0012543141806159606,0.000823170914228584,0.0013066950480831111,0.0015380900889747139,0.001106589515495723,0.001901948768880863,0.002454866074932817,0.0012900124131303623
Signal transduction,Sphingolipid signaling pathway,0.0009507545187861085,0.0009483947992460991,0.0015495660297610465,0.0008252066977736584,0.0020579272855714603,0.0016240352740461521,0.0013956743399955738,0.0011253452699956504,0.0012111912558047287,0.001136512071728156,0.001280623676499137
Metabolism of terpenoids and polyketides,Geraniol degradation,0.0009307386341800854,0.0010943016914378065,0.0017840398368959422,0.0016091530606586336,0.0010944431473266403,0.0012226932235634824,0.0009019664102012211,0.0007877416889969554,0.0017032377034754,0.0012880470146252436,0.0012487019719529706
Signal transduction,Apelin signaling pathway,0.0007806194996349102,0.0023588280904326053,0.0010194513353691096,0.00038784714795361944,0.0007296287648844268,0.003966752824538016,0.0006551124453040447,0.001031566497496013,0.001173341529060831,0.0005303723001398061,0.001215841393743682
Endocrine system,Thyroid hormone signaling pathway,0.0014811754608457272,0.0008024879070543915,0.0005810872611603926,0.0004538636837755121,0.00040223124217987627,0.0015026993052955778,0.002411573349380107,0.0008721425842466292,0.001258503414234601,0.001780535579040778,0.0011688977105875553
Nervous system,Retrograde endocannabinoid signaling,0.0012810166147854938,0.001604975814108783,0.0014985934629925912,0.0014441117211039022,0.0016369876135227525,0.00045734326682908886,0.0006171349122429408,0.0006001841439976802,0.0014193647528961664,0.0004242978401118449,0.0010712548496228118
Signal transduction,mTOR signaling pathway,0.0008306592111499686,0.001240208583629514,0.0007747830148805233,0.00042085541586456575,0.0006828576902123481,0.0038640839279029137,0.0005601686126512847,0.0008158753207468466,0.0007853818299358787,0.0006440235073126218,0.0010449663870553808
Glycan biosynthesis and metabolism,Mannose type O-glycan biosynthesis,0.0009807783456951438,0.000984871522294026,0.0010092568220154187,0.0012625662475936972,0.000102896364278573,0.0009333536057736508,0.0012532585910164336,0.0006001841439976802,0.0013058155726644732,0.0008182886916442723,0.0009238516845125737
Transport and catabolism,Mitophagy - yeast,0.001030818057210202,0.0007295344609585377,0.001682094703359031,0.0007756942959072389,0.0017679466226045728,0.0004760103389445619,0.0006076405289776648,0.0004688938624981878,0.0015896885232437065,0.0002727628972147574,0.0009200961898600837
Immune system,Fc gamma R-mediated phagocytosis,0.0003803018075144435,0.0004134028612098381,0.0014782044362852092,0.0002558140763098341,0.0013844238102935279,0.003416074197131562,0.0002563483481624523,0.0003094699492488039,0.001088179643887061,0.00031822338008388366,0.0009191573161969611
Immune system,Toll and Imd signaling pathway,0.0013410642686035638,0.00029181378438341513,0.0012947031959187694,0.0007261818940408194,0.0008792962038350785,0.0008400182451962856,0.000797528194283185,0.0009002762159965206,0.0005015088793566455,0.001303200508914952,0.0009031964639238781
Cardiovascular diseases,Hypertrophic cardiomyopathy (HCM),0.001220968960967424,0.0018967895984921981,0.0009582842552469631,0.0008499628987068682,0.0006922119051467639,0.0008026841009653397,0.0008070225775484611,0.0006095620212476441,0.0009083934418535466,0.0003409536215184468,0.0008693970120514669
Lipid metabolism,Linoleic acid metabolism,0.0008606830380590035,0.0008024879070543915,0.000632059827928848,0.0010232563052393364,0.0007483371947532582,0.0014093639447182126,0.0007025843616304248,0.0011909904107453967,0.000898931010167572,0.00036368386295300995,0.000857191654430874
Cell motility,Regulation of actin cytoskeleton,0.00048038123054456016,0.0009970304299766683,0.0015393715164073558,0.0002558140763098341,0.0021608236498500332,0.0009706877500045968,0.0003038202644888324,0.0004313823534983327,0.0011354918023169331,0.00026518615006990306,0.0008262088235478302
Drug resistance: Antineoplastic,EGFR tyrosine kinase inhibitor resistance,0.0006805400766047936,0.0006687399225453263,0.0005912817745140837,0.0002475620093320975,0.0003835228123110449,0.0035747443101130823,0.00047471916326380056,0.0006564514074974628,0.0004825840159846966,0.00040156759867728177,0.0008064924766222571
Cancers: Specific types,Bladder cancer,0.0016513104799969257,0.0004134028612098381,0.0006218653145751569,0.0006189050233302438,0.0005612528960649437,0.0013160285841408476,0.00018988766530552022,0.00045951598524822396,0.0012206536874907032,0.0003788373572427187,0.000736076951888067
Xenobiotics biodegradation and metabolism,Toluene degradation,0.0005304209420596184,0.0007416933686411801,0.0010296458487228006,0.0005363843535528779,0.0009447757083759885,0.0007933505649076032,0.0005411798461207326,0.00033760358099869513,0.0010597923488291376,0.0007122142316163112,0.0007182383522887388
Cancers: Overview,Chemical carcinogenesis,0.001541223114663797,0.0007538522763238223,0.0007441994748194501,0.000891223233595551,0.0009260672785071572,0.0004946774110600349,0.0004937079297943526,0.0004688938624981878,0.0005204337427285944,0.0003712606100978643,0.0007088496156575135
Infectious diseases: Parasitic,Toxoplasmosis,0.00035027798060540847,0.0007416933686411801,0.0007951720415879056,0.00047861988470872187,0.0005799613259337751,0.0009986883581778062,0.0005981461457123888,0.0003844929672485139,0.0007002199447621088,0.0006061397715883499,0.0006187177439977501
Infectious diseases: Parasitic,Malaria,0.00014011119224216338,0.00023101924597020363,0.0003568079673791884,0.0006766694921743998,0.0006735034752779325,0.00030800668990530475,0.0011962922914247776,0.00047827173974815146,0.0008705437151096488,0.0009167864045273791,0.0006055735127140347
Endocrine system,Renin secretion,0.0011609213071493538,0.0008389646301023184,0.0009888677953080365,0.00042910748284230235,0.0005238360363272808,0.000662681060099292,0.0006456180620387688,0.000497027494248079,0.00025548565552130993,0.00025003265578019433,0.0006027568917246671
Signal transduction,cGMP-PKG signaling pathway,0.0011409054225433304,0.0009119180761981721,0.0007034214214046856,0.0002475620093320975,0.00040223124217987627,0.0006346804519260825,0.0002848314979582804,0.0003469814582486589,0.0006339829229602877,0.00015153494289708746,0.0005191971357067615
Xenobiotics biodegradation and metabolism,Ethylbenzene degradation,0.0003402700383023968,0.0005836275687668303,0.0008767281484174344,0.0005281322865751413,0.0004957733915240336,0.0006253469158683459,0.0001708988987749682,0.0003469814582486589,0.0005582834694724922,0.0005455257944295148,0.0005051140307599234
Xenobiotics biodegradation and metabolism,Fluorobenzoate degradation,0.0003602859229084201,0.00048635630730569187,0.0007645885015268323,0.00011552893768831217,0.0008886504187694942,0.0007280158125034476,0.00027533711469300434,0.0001594239132493838,0.0008232315566797765,0.00033337687437359244,0.0004835199365081052
Cancers: Specific types,Breast cancer,0.00048038123054456016,0.0003526083227966266,0.00014272318695167537,0.00015678927257699508,0.000205792728557146,0.0030333992187643647,6.646068285693209e-05,9.377877249963754e-05,0.00012301161191766776,0.00015911169004194183,0.0004769478208662475
Drug resistance: Antineoplastic,Endocrine resistance,0.00048038123054456016,0.0004985152149883341,0.00018350124036643973,0.0001485372055992585,0.00021514694349156175,0.0029867315384756823,5.696629959165607e-05,6.564514074974628e-05,4.731215842987222e-05,0.00015153494289708746,0.0004750700735400024
Infectious diseases: Bacterial,Vibrio cholerae infection,0.00025019855757529174,0.0007173755532758955,0.0002956408872570418,9.077273675510242e-05,0.0008418793440974155,0.0004760103389445619,0.0004557303967332486,0.0003188478264987676,0.0010692547805151121,0.00021972566720077682,0.00045910922126691936
Signal transduction,MAPK signaling pathway,0.00032025415369637346,0.0009119180761981721,0.0006116708012214657,0.0003383347460871999,0.0007109203350155953,0.0005786792355796634,0.0003228090310193844,0.0002813363174989126,0.00047312158429872216,0.00021214892005592246,0.00045817034760379675
Signal transduction,cAMP signaling pathway,0.001030818057210202,0.0017995183370310597,0.0006014762878677747,0.00015678927257699508,0.0004583565317863707,0.00044800973077135237,0.00018988766530552022,0.00013129028149949255,0.00010408674854571888,0.00012880470146252435,0.00045817034760379675
Transcription,Spliceosome,0.00029023032678733845,0.0007416933686411801,0.0005199201810382459,0.0003548388800426731,0.000654795045409101,0.0005693456995219269,0.0005601686126512847,0.0002438248084990576,0.0005015088793566455,0.0002576094029250487,0.00045723147394067425
Signal transduction,TNF signaling pathway,0.0012810166147854938,0.00025533706133548824,0.00022427929378120411,0.00027231821026530724,0.0003367517376389662,0.0009053529976004412,0.0003038202644888324,0.0002625805629989851,0.00039742213081092663,0.00026518615006990306,0.00044502611632008134
Immune system,Platelet activation,0.00030023826909035013,0.0011307784144857335,0.0005606982344530103,0.00022280580839888775,0.0003741685973766291,0.00039200851442493327,0.00012342698244858816,0.00037511508999855015,0.00022709836046338664,0.0008182886916442723,0.0004431483689938362
Signal transduction,Calcium signaling pathway,0.00016012707684818673,0.0017752005216657752,0.00047914212762348155,0.00023930994235436094,0.0003835228123110449,0.00028000608173209523,0.00019938204857079624,0.0003282257037487314,0.000577208332844441,0.0001363814486073787,0.00041685990642640524
Digestive system,Mineral absorption,0.0009607624610891203,0.00018238361523963443,0.0005505037210993193,0.00027231821026530724,0.00021514694349156175,0.0004386761947136158,0.00038926971387631643,0.0002907141947488764,0.00046365915261274774,0.00034853036866330117,0.0004084100434583025
Circulatory system,Cardiac muscle contraction,0.0010208101149071903,0.0014225921988691487,0.0004995311543308637,0.0002063016744434146,0.0008418793440974155,5.6001216346419046e-05,8.54494493874841e-05,8.440089524967378e-05,7.569945348779554e-05,9.092096573825249e-05,0.0004008990541533222
Circulatory system,Adrenergic signaling in cardiomyocytes,0.0009807783456951438,0.0016779292602046368,0.0005199201810382459,0.0001485372055992585,0.00043964810191753924,0.00014000304086604761,0.0001803932820402442,0.00011253452699956507,0.00011354918023169332,8.334421859339811e-05,0.000395265812174587
Signal transduction,ErbB signaling pathway,0.00012009530763614004,0.00023101924597020363,0.00010194513353691098,1.6504133955473165e-05,0.00014966743895065165,0.003014732146648892,1.8988766530552026e-05,3.7511508999855015e-05,6.62370218018211e-05,7.576747144854373e-05,0.0003802438335646264
Signal transduction,TGF-beta signaling pathway,3.002382690903501e-05,0.00015806579987434985,0.00016311221365905755,5.776446884415608e-05,8.418793440974156e-05,0.002893396177898317,9.494383265276011e-05,9.377877249963754e-05,3.784972674389777e-05,0.0001439581957522331,0.0003764883389121363
Immune diseases,Rheumatoid arthritis,0.0012309769032704354,0.0003404494151139843,0.00018350124036643973,6.601653582189266e-05,0.0002619180181636404,0.0005786792355796634,0.0002848314979582804,0.0002532026857490214,0.0003595724040670288,0.0002727628972147574,0.0003736717179227687
Cancers: Specific types,Acute myeloid leukemia,0.00011008736533312836,0.00013374798450906526,8.155610682952877e-05,1.6504133955473165e-05,0.00014966743895065165,0.0029867315384756823,9.494383265276013e-06,2.8133631749891268e-05,3.784972674389777e-05,5.3037230013980614e-05,0.0003595886129759307
Digestive system,Pancreatic secretion,0.0009307386341800854,0.0014225921988691487,0.0003568079673791884,0.00016504133955473168,0.00039287702724546063,8.400182451962857e-05,0.00018988766530552022,9.377877249963754e-05,0.00011354918023169332,0.0001136512071728156,0.00035019987634470534
Endocrine system,Aldosterone synthesis and secretion,0.00028022238448432676,0.0004498795842577649,0.00014272318695167537,0.0014441117211039022,8.418793440974156e-05,0.00010266889663510157,0.0001708988987749682,0.00011253452699956507,0.00031226024563715663,0.0002273024143456312,0.0003445666343659701
Cancers: Overview,Transcriptional misregulation in cancer,0.001220968960967424,0.00021886033828756135,0.00017330672701274867,6.601653582189266e-05,9.354214934415727e-05,0.0005693456995219269,0.0002848314979582804,0.0002063132994992026,0.0003501099723810544,0.00023487916149048557,0.00033423902407162226
Cardiovascular diseases,Dilated cardiomyopathy,0.00012009530763614004,0.0015441812756955713,0.00019369575372013082,0.0004456116167977755,0.00021514694349156175,0.00011200243269283809,0.0001614045155096922,0.00013129028149949255,0.0006150580595883387,9.092096573825249e-05,0.0003333001504084997
Circulatory system,Vascular smooth muscle contraction,0.00035027798060540847,0.001033507153024595,0.00036700248073287946,9.077273675510242e-05,0.00024320958829480895,0.00045734326682908886,0.00019938204857079624,0.00040324872174844143,0.00010408674854571888,8.334421859339811e-05,0.0003079505615041913
Digestive system,Salivary secretion,0.0011108815956342956,0.0006687399225453263,0.0004689476142697905,0.00014028513862152192,0.00025256380322922464,0.0002426719375011492,0.00020887643183607228,6.564514074974628e-05,4.731215842987222e-05,6.061397715883499e-05,0.00030419506685170115
Cell growth and death,Oocyte meiosis,0.0003702938652114318,0.0008997591685155298,0.0005606982344530103,0.00016504133955473168,0.00025256380322922464,0.00042934265865587933,0.0001614045155096922,0.0001219124042495288,0.00012301161191766776,6.061397715883499e-05,0.0002910508355679856
Nervous system,Neurotrophin signaling pathway,0.0002602064998783034,0.0003526083227966266,0.00023447380713489526,0.0002063016744434146,0.0002806264480324719,0.0006253469158683459,0.00018988766530552022,0.0001594239132493838,0.00029333538226520775,0.00030306988579417493,0.00028917308824174057
Endocrine system,Insulin secretion,0.0010908657110282722,0.0014104332911865063,0.0002650573471959685,7.426860279962925e-05,0.00019643851362273032,3.7334144230946026e-05,6.646068285693209e-05,2.8133631749891268e-05,0.0,7.576747144854374e-06,0.00027790660428427016
Environmental adaptation,Circadian entrainment,0.0002602064998783034,0.0016779292602046368,0.0002956408872570418,0.00012378100466604874,0.000308689092835719,0.00016800364903925714,0.00011393259918331214,7.502301799971003e-05,2.838729505792333e-05,1.5153494289708748e-05,0.00026664012032679975
Cell growth and death,p53 signaling pathway,0.00028022238448432676,0.00032829050743134197,0.0002446683204885863,9.9024803732839e-05,8.418793440974156e-05,0.0005226780192332444,0.0001519101322444162,0.0002063132994992026,0.0002460232238353355,0.0002879163915044662,0.0002422294050856139
Sensory system,Olfactory transduction,0.00022017473066625673,0.0005471508457189033,0.0002956408872570418,7.426860279962925e-05,0.00011225057921298873,0.0002893396177898317,0.0001708988987749682,0.0002063132994992026,0.0005298961744145688,8.334421859339811e-05,0.00023941278409624626
Signal transduction,Ras signaling pathway,0.0002602064998783034,0.0005593097534015456,0.0002956408872570418,4.95124018664195e-05,0.00031804330777013474,0.00035467437019398725,0.00013292136571386418,0.0003094699492488039,9.462431685974444e-05,0.0001363814486073787,0.00023847391043312375
Immune system,T cell receptor signaling pathway,0.0001301032499391517,0.0002796548767007728,0.00020389026707382196,0.00028057027724304385,0.00025256380322922464,0.0005600121634641905,4.7471916326380056e-05,0.0001219124042495288,0.00027441051889325887,0.00021972566720077682,0.0002375350367700012
Excretory system,Endocrine and other factor-regulated calcium reabsorption,0.0009707704033921319,0.0005714686610841879,0.0003568079673791884,3.300826791094633e-05,0.000205792728557146,5.6001216346419046e-05,8.54494493874841e-05,0.00013129028149949255,5.677459011584666e-05,4.5460482869126243e-05,0.00023096292112814344
Metabolism of terpenoids and polyketides,Tetracycline biosynthesis,0.0,0.0,0.0,0.0,0.0,0.00019600425721246663,0.0004272472469374205,0.0006939629164973178,0.0004541967209267733,0.00043945133440155364,0.00023096292112814344
Substance dependence,Alcoholism,0.0001701350191511984,0.00042556176889248037,0.0002446683204885863,0.00031357854515399016,0.00017773008375389883,0.0002613390096166222,0.0002848314979582804,0.0001031566497496013,0.00018924863371948887,0.0001136512071728156,0.00022251305816004067
Digestive system,Gastric acid secretion,0.0008606830380590035,0.0005106741226709765,0.0003568079673791884,5.776446884415608e-05,0.00022450115842597747,6.533475240415555e-05,9.494383265276011e-05,0.00013129028149949255,9.462431685974443e-06,1.5153494289708748e-05,0.00021406319519193782
Excretory system,Aldosterone-regulated sodium reabsorption,0.0008006353842409336,0.00013374798450906526,0.00023447380713489526,0.0001485372055992585,0.00017773008375389883,0.0002333384014434127,5.696629959165607e-05,3.7511508999855015e-05,0.00016086133866156552,0.00018184193147650497,0.00021312432152881532
Signal transduction,Wnt signaling pathway,0.00027021444218131507,0.000534991938036261,0.000316029913964424,0.00018979754048794142,0.00024320958829480895,0.00015867011298152062,6.646068285693209e-05,0.0001594239132493838,0.00018924863371948887,3.0306988579417496e-05,0.0002027967112344674
Nervous system,Dopaminergic synapse,0.00019015090375722174,0.0008511235377849607,0.00036700248073287946,8.252066977736584e-05,0.00014031322401623594,9.333536057736507e-05,0.00011393259918331214,0.00013129028149949255,0.00014193647528961664,3.0306988579417496e-05,0.00019246910094011953
Cell growth and death,Cell cycle - yeast,0.00019015090375722174,0.00015806579987434985,0.0005403092077456281,0.00012378100466604874,0.00012160479414740448,0.0002613390096166222,4.7471916326380056e-05,0.0002063132994992026,0.0001797862020335144,0.0001363814486073787,0.00019246910094011953
Development,Osteoclast differentiation,8.006353842409336e-05,0.00021886033828756135,0.00018350124036643973,0.00026406614328757064,0.000308689092835719,0.0003640079062517238,2.8483149795828036e-05,0.0001406681587494563,0.00016086133866156552,8.334421859339811e-05,0.00018214149064577165
Signal transduction,Hedgehog signaling pathway,6.004765381807002e-05,0.0003039726920660574,0.00019369575372013082,8.252066977736583e-06,3.741685973766291e-05,0.00014000304086604761,4.7471916326380056e-05,5.6267263499782535e-05,3.784972674389777e-05,0.0008182886916442723,0.00018120261698264912
Xenobiotics biodegradation and metabolism,Polycyclic aromatic hydrocarbon degradation,7.005559612108169e-05,0.0002796548767007728,0.0008767281484174344,9.077273675510242e-05,0.000205792728557146,5.6001216346419046e-05,7.59550661222081e-05,0.00015004603599942006,7.569945348779554e-05,3.7883735724271866e-05,0.0001802637433195266
Nervous system,Long-term potentiation,0.00016012707684818673,0.0007903289993717493,0.0003262244273181151,7.426860279962925e-05,0.00014966743895065165,0.00021467132932793967,8.54494493874841e-05,0.00011253452699956507,5.677459011584666e-05,3.0306988579417496e-05,0.0001802637433195266
Signal transduction,Hippo signaling pathway,0.00018014296145421005,0.0006444221071800417,0.00020389026707382196,0.00011552893768831217,0.00012160479414740448,0.0001493365769237841,9.494383265276011e-05,0.0001594239132493838,0.00018924863371948887,6.061397715883499e-05,0.00017744712233015898
Cellular community - eukaryotes,Gap junction,0.0002101667883632451,0.0007416933686411801,0.00027525186054965965,7.426860279962925e-05,0.00012160479414740448,0.0002893396177898317,0.00010443821591803614,6.564514074974628e-05,3.784972674389777e-05,1.5153494289708748e-05,0.0001746305013407914
Development,Axon guidance,9.007148072710503e-05,0.00025533706133548824,0.00017330672701274867,9.077273675510242e-05,0.0008980046337039099,9.333536057736507e-05,2.8483149795828036e-05,6.564514074974628e-05,4.731215842987222e-05,3.0306988579417496e-05,0.0001718138803514238
Sensory system,Taste transduction,7.005559612108169e-05,0.0005106741226709765,0.0002446683204885863,4.95124018664195e-05,0.0004583565317863707,0.0001213359687505746,7.59550661222081e-05,0.00011253452699956507,0.00011354918023169332,3.7883735724271866e-05,0.00016711951203581113
Cellular community - eukaryotes,Adherens junction,0.0001701350191511984,0.00024317815365284593,6.116708012214658e-05,0.00015678927257699508,0.00025256380322922464,0.00021467132932793967,2.8483149795828036e-05,0.0001594239132493838,0.00030279781395118217,7.576747144854373e-05,0.00016336401738332098
"Folding, sorting and degradation",Ubiquitin mediated proteolysis,0.00016012707684818673,0.0004498795842577649,0.00023447380713489526,0.00016504133955473168,0.00014031322401623594,0.0001493365769237841,8.54494493874841e-05,8.440089524967378e-05,0.00015139890697559108,9.849771288310686e-05,0.00016336401738332098
Sensory system,Inflammatory mediator regulation of TRP channels,0.00015011913454517507,0.0006444221071800417,0.00017330672701274867,3.300826791094633e-05,0.00014966743895065165,0.0001306695048083111,9.494383265276011e-05,0.0002438248084990576,4.731215842987222e-05,5.3037230013980614e-05,0.00015679190174146325
Transport and catabolism,Mitophagy - animal,0.0001301032499391517,0.00020670143060491904,0.00018350124036643973,6.601653582189266e-05,0.00019643851362273032,0.00042934265865587933,9.494383265276011e-05,6.564514074974628e-05,5.677459011584666e-05,0.0001136512071728156,0.00015115865976272804
Immune system,Fc epsilon RI signaling pathway,2.001588460602334e-05,0.00014590689219170757,7.136159347583768e-05,0.00018979754048794142,0.00014966743895065165,0.0003640079062517238,1.8988766530552026e-05,8.440089524967378e-05,0.0002460232238353355,0.00018184193147650497,0.00015021978609960551
Nervous system,Synaptic vesicle cycle,0.00019015090375722174,0.00037692613816191114,0.00012233416024429316,3.300826791094633e-05,0.00031804330777013474,9.333536057736507e-05,2.8483149795828036e-05,0.00021569117674916636,0.00015139890697559108,5.3037230013980614e-05,0.00014928091243648296
Development,Dorso-ventral axis formation,0.0004203335767264902,0.0003039726920660574,0.00011213964689060206,0.00016504133955473168,0.0001683758688194831,0.00018667072115473014,3.797753306110405e-05,1.8755754499927507e-05,1.8924863371948885e-05,0.0001136512071728156,0.00014928091243648296
Digestive system,Fat digestion and absorption,0.00019015090375722174,3.647672304792689e-05,5.097256676845549e-05,0.00023930994235436094,0.00044900231685195493,0.00011200243269283809,7.59550661222081e-05,9.377877249963754e-05,0.00017032377034753996,4.5460482869126243e-05,0.00014834203877336043
Cancers: Specific types,Endometrial cancer,4.003176921204668e-05,0.00017022470755699215,0.00010194513353691098,0.00013203307164378532,0.00011225057921298873,0.00039200851442493327,2.8483149795828036e-05,7.502301799971003e-05,0.00022709836046338664,0.00018941867862135934,0.00014834203877336043
Immune system,RIG-I-like receptor signaling pathway,9.007148072710503e-05,0.00017022470755699215,5.097256676845549e-05,0.00017329340653246826,0.00034610595257338197,0.00027067254567435874,4.7471916326380056e-05,8.440089524967378e-05,0.00016086133866156552,7.576747144854373e-05,0.00014646429144711537
Substance dependence,Amphetamine addiction,0.00015011913454517507,0.0007295344609585377,0.00028544637390335074,6.601653582189266e-05,0.00011225057921298873,1.8667072115473013e-05,8.54494493874841e-05,0.0001031566497496013,3.784972674389777e-05,2.2730241434563122e-05,0.00014270879679462522
Endocrine system,Regulation of lipolysis in adipocytes,0.0002001588460602334,0.0005228330303536187,0.00018350124036643973,7.426860279962925e-05,0.00017773008375389883,0.00011200243269283809,9.494383265276011e-05,6.564514074974628e-05,3.784972674389777e-05,1.5153494289708748e-05,0.00013519780748964496
Cancers: Specific types,Non-small cell lung cancer,2.001588460602334e-05,0.00020670143060491904,7.136159347583768e-05,0.00012378100466604874,0.000102896364278573,0.0003733414423094603,1.8988766530552026e-05,4.688938624981877e-05,0.0001797862020335144,0.00018184193147650497,0.00013332006016339987
Cancers: Specific types,Colorectal cancer,2.001588460602334e-05,8.511235377849608e-05,6.116708012214658e-05,0.0005693926214638242,0.00014966743895065165,0.00022400486538567618,9.494383265276013e-06,5.6267263499782535e-05,7.569945348779554e-05,2.2730241434563122e-05,0.00013332006016339987
Immune system,B cell receptor signaling pathway,7.005559612108169e-05,0.00025533706133548824,0.00016311221365905755,0.00011552893768831217,0.00017773008375389883,0.00027067254567435874,9.494383265276013e-06,8.440089524967378e-05,0.00015139890697559108,5.3037230013980614e-05,0.00013050343917403229
Nervous system,Cholinergic synapse,6.004765381807002e-05,0.0003526083227966266,0.00016311221365905755,6.601653582189266e-05,0.00024320958829480895,0.0002426719375011492,2.8483149795828036e-05,6.564514074974628e-05,0.00011354918023169332,2.2730241434563122e-05,0.00012768681818466467
Nervous system,Long-term depression,0.00016012707684818673,0.00038908504584455353,0.00017330672701274867,9.077273675510242e-05,9.354214934415727e-05,0.00030800668990530475,5.696629959165607e-05,3.7511508999855015e-05,5.677459011584666e-05,7.576747144854374e-06,0.00012768681818466467
